num,region
00,전체
11,포항시
12,경주시
13,김천시
14,안동시
15,구미시
16,영주시
17,영천시
18,상주시
20,경산시
21,문경시
32,군위군
33,의성군
35,청송군
36,영양군
37,영덕군
42,청도군
43,고령군
44,성주군
45,칠곡군
50,예천군
52,봉화군
53,울진군
54,울릉군
ZZ,경북전역
