num,region
00,전체
11,종로구
12,중구
13,용산구
14,성동구
15,동대문구
16,성북구
17,도봉구
18,은평구
19,서대문구
20,마포구
21,강서구
22,구로구
23,영등포구
24,동작구
25,관악구
26,강남구
27,강동구
28,송파구
29,중랑구
30,노원구
31,서초구
32,양천구
33,광진구
34,강북구
35,금천구
99,한강일원
ZZ,서울전역
