ccbaCpno_item,longitude_item,latitude_item
1111100010000,126.975312652739,37.559975221378
1111100020000,126.988207994364,37.5715461695449
1111100030000,126.980350241652,37.5240413763397
1113100040000,127.652160778359,37.3939072455202
1113300050000,127.833219375596,36.5421679403972
1113300060000,127.866630082822,37.0158885404695
1113400070000,127.134710477185,36.943151950305
1113400080000,126.655469090758,36.3446996913308
1113400090000,126.913363436976,36.2792973520136
1113500100000,127.619971568516,35.4425391241814
1113500110000,127.030560529125,36.0124223230747
1113600120000,127.497444533919,35.2571531377685
1113600130000,126.686758419185,34.738787662775
1113700140000,128.764535947917,36.0200794751569
1113700150000,128.662442,36.65344383
1113700160000,128.746392271242,36.5659751219048
1113700170000,128.687451710932,36.9988050108967
1113700180000,128.68748555042,36.9989539877941
1113700190000,128.688515469067,36.9996018286797
1113700200000,129.332267999295,35.7899698186069
1113700210000,129.331984595091,35.7899677237892
1113700220000,129.331642804335,35.7897191051224
1113700230000,129.332158169199,35.7897229583531
1113700240000,129.349242,35.794852
1113700250000,129.188548279325,35.8251335576631
1113700260000,0,0
1113700270000,0,0
1113700280000,129.227912382125,35.8293874259588
1113700290000,129.227912382125,35.8293874259588
1113700300000,129.233641826763,35.840561548299
1113700310000,129.218993693668,35.834695848054
1113800320000,128.0980159,35.8011827
1113800330000,128.50264501968,35.5407250695667
1113800340000,128.496103617453,35.5395963195985
1113600350000,127.49652701406,35.2569773703239
1113200360000,128.569613,37.7657317
1113700370000,129.242391005132,35.8321857175997
1113700380000,129.229057533909,35.8281281391872
1113700390000,129.212255439354,35.8936077546984
1113700400000,129.157669514943,36.0190473494375
1113300410000,127.48975464869,36.6330873652615
1113600420000,127.2756552,35.0021686
1113600430000,127.2756552,35.0021686
1113600440000,126.896264475771,34.8077435022035
1113700450000,128.6879994,36.9989709
1113700460000,128.6879994,36.9989709
1113800470000,127.650504705527,35.2324784611333
1113200480000,128.592070081831,37.7316038064596
1113200480200,128.592070081831,37.7316038064596
1113400490000,126.622672726278,36.6632845477709
1113600500000,126.662111686294,34.7527543103396
1113200510000,128.891896913434,37.7529411974014
1113800520000,128.098720300091,35.8016023778966
1113600530000,127.588430206405,35.2552278706953
1113600540000,127.588262244393,35.2561033437638
1113300550000,127.833098082724,36.5419417095503
1113600560000,127.27649252568,35.0018816706123
1113600570000,127.059222230132,34.8882936734083
1113400580000,126.8595648,36.4173064
1113200590000,127.764709296462,37.2096197546811
1111100600000,126.980350241652,37.5240413763397
1111100610000,126.980350241652,37.5240413763397
1113500620000,127.053933184269,35.7231115250509
1113200630000,127.2180467,38.2405281
1113300640000,127.832483864655,36.541486086488
1111100650000,126.9967,37.5946
1111100660000,127.0182146,37.589116
1113600670000,127.497211018003,35.257238210658
1111100680000,127.0182146,37.589116
1112100690000,129.0193361,35.1046988
1111100700000,127.0182146,37.589116
1111100710000,127.0182146,37.589116
1111100720000,127.0182146,37.589116
1111100730000,127.0182146,37.589116
1111100740000,127.0182146,37.589116
1113800750000,128.9623239,35.533758
1113400760000,127.0320687,36.806545
1113700770000,128.683830177852,36.2552065336905
1111100780000,126.980350241652,37.5240413763397
1111100790000,126.980350241652,37.5240413763397
1111100800000,126.980350241652,37.5240413763397
1111100810000,126.980350241652,37.5240413763397
1111100820000,126.980350241652,37.5240413763397
1111100830000,126.980350241652,37.5240413763397
1113400840000,126.605229576013,36.7738058344123
1111100850000,126.9654442,37.5384272
1111100860000,126.980350241652,37.5240413763397
1113700870000,129.227912382125,35.8293874259588
1113700880000,129.227912382125,35.8293874259588
1111100890000,126.980350241652,37.5240413763397
1111100900000,126.980350241652,37.5240413763397
1111100910000,126.980350241652,37.5240413763397
1111100920000,126.980350241652,37.5240413763397
1111100930000,126.980350241652,37.5240413763397
1111100940000,126.980350241652,37.5240413763397
1111100950000,126.980350241652,37.5240413763397
1111100960000,126.980350241652,37.5240413763397
1111100970000,126.980350241652,37.5240413763397
1111100980000,126.980350241652,37.5240413763397
1111100990000,126.980757030004,37.5221291000299
1111101000000,126.980984368113,37.5223002900538
1111101010000,127.3922,36.3902
1111101020000,126.981360,37.523423
1112401030000,126.883091194016,35.1890949671163
1111101040000,126.980619356019,37.5235137101258
1111101050000,128.076668,35.189463
1113301060000,127.512007838177,36.6496642287998
1111101070000,0,0
1113401080000,127.112372995153,36.4655996983205
1113701090000,128.64110421392,36.0489946895272
1111101100000,126.980350241652,37.5240413763397
1113701110000,128.582143373769,36.9258026534505
1113701120000,129.477006979332,35.7481399114246
1111101130000,126.980350241652,37.5240413763397
1111101140000,126.980350241652,37.5240413763397
1111101150000,126.980350241652,37.5240413763397
1111101160000,126.980350241652,37.5240413763397
1113601170000,126.8965153,34.8075776
1111101180000,126.9961867,37.5365283
1111101190000,126.980350241652,37.5240413763397
1113101200000,126.8311887,37.1994932
1113701210000,128.5281527,36.5465776
1113201220000,128.54970669,38.1211098266828
1113501230000,127.089804075637,35.8012467405827
1111101240000,127.753878072727,37.863981487097
1111101250000,126.980350241652,37.5240413763397
1113701260000,129.3318932,35.7898809
1111101270000,126.980350241652,37.5240413763397
1113101280000,0,0
1111101290000,126.9654442,37.5384272
1113701300000,128.281699692974,36.2485579923652
1111101310000,126.980350241652,37.5240413763397
1113701320000,128.8109461,36.702059
1111101330000,126.9961867,37.5365283
1111101340000,126.9961867,37.5365283
1111101350000,127.0182146,37.589116
1111101360000,126.9961867,37.5365283
1111101370100,126.9961867,37.5365283
1113101370200,0,0
1111101380000,126.9961867,37.5365283
1111101390000,126.9961867,37.5365283
1111101400000,126.9961867,37.5365283
