ccbaAsno_item,ccbaKdcd_item,ccbaCtcd_item
04150000,16,37
04160000,16,32
04170000,16,32
04180000,16,36
04190000,16,23
04200000,16,50
04210000,16,50
04220000,16,50
04230000,16,50
04240000,16,35
04260000,16,37
04270000,16,34
04280000,16,36
04290000,16,50
04300000,16,36
04310000,16,34
04320000,16,50
04330000,16,32
04340000,16,36
04350000,16,22
04360000,16,31
04370000,16,32
04380000,16,50
04390000,16,50
04400000,16,32
04410000,16,50
04420000,16,50
04430000,16,50
04440000,16,50
04450000,16,38
04460000,16,ZZ
04470000,16,ZZ
04480000,16,ZZ
04490000,16,ZZ
04500000,16,ZZ
04510000,16,ZZ
04520000,16,ZZ
04530000,16,ZZ
04540000,16,ZZ
04550000,16,ZZ
04560000,16,ZZ
04570000,16,ZZ
04580000,16,ZZ
04590000,16,31
04600000,16,31
04610000,16,32
04620000,16,26
04630000,16,35
04640000,16,50
04650000,16,24
04660000,16,50
04670000,16,50
04680000,16,37
04690000,16,37
04700000,16,31
04710000,16,11
04720000,16,11
04730000,16,37
04740000,16,38
04750000,16,38
04760000,16,37
04770000,16,38
04780000,16,36
04790000,16,36
04800000,16,36
04810000,16,36
04820000,16,36
04830000,16,36
04840000,16,32
04850000,16,36
04860000,16,36
04870000,16,36
04880000,16,36
04890000,16,36
04900000,16,50
04910000,16,38
04920000,16,38
04930000,16,38
04940000,16,35
04950000,16,35
04960000,16,ZZ
04970000,16,35
04980000,16,32
04990000,16,38
05000000,16,36
05010000,16,35
05020000,16,23
05030000,16,35
05040000,16,31
05050000,16,36
05070000,16,23
05080000,16,23
05090000,16,32
05100000,16,32
05110000,16,34
05120000,16,37
05130000,16,50
05140000,16,37
05150000,16,36
05160000,16,36
05170000,16,50
05180000,16,33
05190000,16,37
05200000,16,32
05220000,16,33
05230000,16,50
05240000,16,38
05250000,16,36
05260000,16,50
05270000,16,37
05280000,16,38
05290000,16,32
05300000,16,32
05310000,16,32
05320000,16,32
05330000,16,34
05340000,16,38
05350000,16,36
05360000,16,37
05370000,16,31
05380000,16,37
05390000,16,24
05400000,16,37
05420000,16,31
05430000,16,32
05440000,16,50
05450000,16,25
05460000,16,50
05470000,16,37
05480000,16,35
05490000,16,32
05500000,16,50
05510000,16,34
05520000,16,50
05530000,16,34
05540000,16,32
05550000,16,31
05560000,16,32
05570000,16,32
05580000,16,37
05590000,16,37
05600000,16,36
05610000,16,37
05620000,16,23
05630000,16,35
05640000,16,34
05650000,16,38
05660000,16,38
05670000,16,37
05680000,16,32
05690000,16,31
05700000,16,45
05710000,16,31
00010000,17,11
00020000,17,31
00030000,17,11
00040000,17,ZZ
00050000,17,ZZ
00060000,17,38
00070000,17,38
00080000,17,36
00090000,17,34
00100000,17,32
00110100,17,38
00110200,17,31
00110300,17,35
00110400,17,32
00110500,17,35
00110600,17,36
00110700,17,37
00110800,17,35
00120000,17,38
00130000,17,32
00140000,17,34
00150000,17,11
00160000,17,11
00170000,17,11
00180000,17,21
00190000,17,11
00200000,17,11
00210000,17,38
00220000,17,31
00230000,17,ZZ
00240000,17,37
00250000,17,38
00260000,17,38
00270000,17,11
00280000,17,36
00290000,17,ZZ
00300000,17,ZZ
00310000,17,36
00330000,17,24
00340000,17,11
00350000,17,ZZ
00380000,17,11
00390000,17,11
00400000,17,11
00410000,17,11
00420000,17,11
00430000,17,21
00440000,17,37
00450000,17,11
00460000,17,11
00470000,17,ZZ
00480000,17,38
00490000,17,11
00500000,17,11
00510000,17,36
00530000,17,36
00550000,17,ZZ
00560000,17,11
00570000,17,31
00580000,17,31
00600000,17,36
00610000,17,23
00620000,17,21
00640000,17,ZZ
00650000,17,35
00660000,17,50
00670000,17,50
00680000,17,38
00690000,17,37
00700000,17,31
00710000,17,50
00720000,17,36
00730000,17,38
00740000,17,ZZ
00750000,17,34
00760000,17,33
00770000,17,ZZ
00780000,17,11
00790000,17,ZZ
00800000,17,21
00810000,17,36
00820100,17,21
00820200,17,23
00820300,17,35
00820400,17,38
00830100,17,36
00830200,17,35
00840100,17,38
00840200,17,37
00850000,17,11
00860100,17,31
00860200,17,34
00860300,17,37
00870000,17,37
00880000,17,ZZ
00890000,17,11
00900000,17,23
00910000,17,36
00920000,17,ZZ
00930000,17,37
00950000,17,50
00960000,17,ZZ
00970000,17,ZZ
00980000,17,31
00990000,17,ZZ
01000000,17,36
01010000,17,33
01020000,17,ZZ
01030000,17,23
01040000,17,11
01050000,17,37
01060000,17,11
01070000,17,37
01080000,17,ZZ
01090000,17,23
01100000,17,35
01110000,17,11
01120000,17,33
01130000,17,11
01140000,17,38
01150000,17,36
01160000,17,11
01170000,17,ZZ
01180000,17,31
01190000,17,11
01200000,17,31
01210000,17,11
01220000,17,11
01230000,17,36
01240000,17,38
01250000,17,32
01260000,17,11
01270000,17,38
01280000,17,35
01290000,17,ZZ
01300000,17,ZZ
01310000,17,ZZ
01320000,17,ZZ
01330000,17,ZZ
01340000,17,ZZ
01350000,17,ZZ
01360000,17,33
01370000,17,ZZ
01380100,17,ZZ
01390000,17,11
01400000,17,37
01410000,17,35
01420000,17,ZZ
01430000,17,ZZ
01440000,17,ZZ
01450000,17,ZZ
01460000,17,ZZ
01470000,17,50
01480000,17,ZZ
00010000,18,31
00020000,18,31
00030000,18,38
00040000,18,32
00050000,18,32
00060000,18,11
00070000,18,38
00080000,18,36
00090000,18,38
00100000,18,38
00110000,18,36
00120000,18,36
00130000,18,11
00140000,18,35
00150000,18,35
00160000,18,11
00170000,18,11
00180000,18,35
00190000,18,35
00200000,18,35
00210000,18,34
00220000,18,34
00230000,18,37
00240000,18,37
00260000,18,35
00270000,18,37
00280000,18,11
00290000,18,38
00300100,18,34
00300200,18,34
00300300,18,34
00300400,18,34
00300500,18,37
00300600,18,38
00310000,18,11
00320100,18,50
00320200,18,50
00330000,18,32
00340000,18,37
00350000,18,11
00360000,18,34
00370000,18,26
00380000,18,26
00390000,18,35
00400000,18,37
00410000,18,11
00420000,18,11
00430000,18,11
00440000,18,11
00450000,18,11
00460000,18,11
00470000,18,11
00480000,18,11
00490000,18,11
00500000,18,11
00510000,18,11
00520000,18,11
00530000,18,11
00540000,18,11
00550000,18,11
00560000,18,11
00570000,18,11
00580000,18,11
00590000,18,11
00600000,18,11
00610000,18,11
00620000,18,11
00630000,18,11
00650000,18,22
00660000,18,11
00670000,18,11
00680000,18,50
00690000,18,50
00700000,18,50
00710000,18,50
00720000,18,50
00730000,18,37
00740000,18,37
00750000,18,37
00760000,18,37
00770000,18,37
00780000,18,37
00790000,18,37
00800000,18,37
00810000,18,37
00820000,18,37
00830000,18,37
00840000,18,37
00850000,18,37
00860000,18,37
00870000,18,37
00880000,18,37
00890000,18,37
00900000,18,37
00910000,18,37
00920000,18,36
00930000,18,36
00940000,18,36
00950000,18,36
00960000,18,36
00970000,18,36
00980000,18,36
00990000,18,36
01000000,18,36
01010000,18,35
01020000,18,35
01030000,18,11
01040000,18,22
01050000,18,37
01060000,18,37
01070000,18,37
01080000,18,37
01090000,18,33
01100000,18,34
01110000,18,24
01120000,18,24
01130000,18,11
01140000,18,31
01150000,18,35
01160000,18,33
01170000,18,33
01180000,18,33
01190000,18,37
01200000,18,32
01210000,18,31
01220000,18,37
01230000,18,31
01240000,18,31
01250000,18,31
01260000,18,31
01270000,18,31
01280000,18,31
01290000,18,31
01300000,18,31
01310000,18,32
01320000,18,33
01330000,18,33
01340000,18,33
01350000,18,33
01360000,18,33
01370000,18,33
01380000,18,45
01390000,18,33
01400000,18,33
01410000,18,33
01420000,18,33
01430000,18,33
01440000,18,33
01450000,18,33
01470000,18,33
01480000,18,33
01490000,18,35
01500000,18,35
01510000,18,36
01520000,18,36
01530000,18,36
01540000,18,36
01550000,18,36
01560000,18,36
01570000,18,36
01580000,18,36
01590000,18,36
01600000,18,36
01610000,18,36
01620000,18,36
01630000,18,36
01640000,18,36
01650000,18,36
01670000,18,36
01680000,18,37
01690000,18,37
01700000,18,37
01710000,18,37
01720000,18,37
01730000,18,37
01740000,18,37
01750000,18,37
01760000,18,37
01770000,18,37
01780000,18,37
01790000,18,37
01800000,18,37
01810000,18,37
01820000,18,37
01830000,18,37
01840000,18,37
01850000,18,37
01860000,18,38
01870000,18,37
01880000,18,50
01890000,18,37
01900000,18,34
01910000,18,34
01920000,18,34
01930000,18,34
01940000,18,34
01950000,18,34
01960000,18,34
01970000,18,34
01980000,18,34
01990000,18,34
02000000,18,22
02010000,18,37
02020000,18,37
02030000,18,37
02040000,18,37
02050000,18,38
02060000,18,38
02070000,18,38
02080000,18,38
02090000,18,31
02100000,18,31
02110000,18,31
02120000,18,31
02130000,18,31
02140000,18,31
02150000,18,31
02160000,18,31
02170000,18,33
02180000,18,38
02190000,18,32
02200000,18,22
02210000,18,32
02220000,18,32
02230000,18,32
02240000,18,36
02250000,18,34
02260000,18,37
02270000,18,37
02280000,18,32
02290000,18,22
02300000,18,11
02310000,18,34
02320000,18,36
02330000,18,34
02340000,18,36
02350000,18,32
02360000,18,34
02370000,18,37
02380000,18,35
02390000,18,24
02400000,18,50
02410000,18,11
02420000,18,37
02430000,18,31
02440000,18,36
02450000,18,37
02460000,18,33
02470000,18,37
02480000,18,37
02490000,18,37
02500000,18,37
02510000,18,36
02520000,18,36
02530000,18,11
02540000,18,37
02550000,18,37
02560000,18,37
02570000,18,37
02580000,18,11
02590000,18,37
02600000,18,37
02610000,18,22
02620000,18,37
02630000,18,36
02640000,18,11
02650000,18,11
02660000,18,37
02670000,18,37
02680000,18,37
02690000,18,36
02700000,18,36
02710000,18,37
02720000,18,37
02730000,18,34
02740000,18,21
02750000,18,36
02760000,18,31
02770000,18,21
02780000,18,37
02790000,18,37
02800000,18,37
02810000,18,34
02820100,18,37
02820200,18,37
02820300,18,37
02830000,18,31
02840000,18,37
02850000,18,37
02860000,18,37
02870000,18,37
02880000,18,37
02890000,18,25
02900000,18,25
02910000,18,37
02920000,18,37
02930000,18,37
02940000,18,37
02950000,18,37
02960000,18,37
02970000,18,35
02980000,18,37
02990000,18,37
03000000,18,31
03010000,18,37
03020000,18,11
03030000,18,37
00010000,21,11
00010000,21,21
00010000,21,23
00010000,21,24
00010000,21,25
00010000,21,26
00010000,21,32
00010000,21,38
00020000,21,11
00020000,21,22
00020000,21,23
00020000,21,24
00020000,21,25
00020000,21,26
00020000,21,31
00020000,21,32
00020000,21,38
00020000,21,45
00020000,21,50
00030000,21,21
00030000,21,22
00030000,21,23
00030000,21,24
00030000,21,26
00030000,21,31
00030000,21,32
00030000,21,34
00030000,21,38
00030000,21,45
00030000,21,50
00040000,21,11
00040000,21,21
00040000,21,22
00040000,21,23
00040000,21,24
00040000,21,25
00040000,21,26
00040000,21,31
00040000,21,32
00040000,21,34
00040000,21,35
00040000,21,37
00040000,21,38
00040000,21,45
00040000,21,50
00050000,21,11
00050000,21,21
00050000,21,22
00050000,21,23
00050000,21,24
00050000,21,25
00050000,21,26
00050000,21,31
00050000,21,32
00050000,21,35
00050000,21,36
00050000,21,37
00050000,21,38
00050000,21,45
00050000,21,50
00060000,21,11
00060000,21,21
00060000,21,22
00060000,21,23
00060000,21,24
00060000,21,25
00060000,21,26
00060000,21,33
00060000,21,37
00060000,21,38
00060000,21,50
00070000,21,11
00070000,21,21
00070000,21,23
00070000,21,24
00070000,21,25
00070000,21,26
00070000,21,35
00070000,21,37
00070000,21,38
00080000,21,11
00080000,21,21
00080000,21,22
00080000,21,23
00080000,21,24
00080000,21,25
00080000,21,26
00080000,21,31
00080000,21,32
00080000,21,33
00080000,21,35
00080000,21,37
00080000,21,38
00080000,21,50
00090000,21,21
00090000,21,22
00090000,21,23
00090000,21,24
00090000,21,25
00090000,21,26
00090000,21,31
00090000,21,32
00090000,21,33
00090000,21,34
00090000,21,35
00090000,21,38
00090000,21,50
00100000,21,21
00100000,21,24
00100000,21,25
00100000,21,26
00100000,21,31
00100000,21,32
00100000,21,34
00100000,21,35
00100000,21,36
00100000,21,38
00100000,21,50
00110000,21,11
00110000,21,21
00110000,21,23
00110000,21,24
00110000,21,25
00110000,21,26
00110000,21,31
00110000,21,32
00110000,21,33
00110000,21,34
00110000,21,35
00110000,21,38
00110000,21,50
00120000,21,11
00120000,21,21
00120000,21,22
00120000,21,23
00120000,21,24
00120000,21,25
00120000,21,26
00120000,21,31
00120000,21,32
00120000,21,35
00120000,21,36
00120000,21,38
00120000,21,45
00120000,21,50
00130000,21,23
00130000,21,24
00130000,21,25
00130000,21,26
00130000,21,31
00130000,21,32
00130000,21,34
00130000,21,35
00130000,21,36
00130000,21,37
00130000,21,38
00130000,21,45
00130000,21,50
00140000,21,21
00140000,21,22
00140000,21,23
00140000,21,24
00140000,21,25
00140000,21,26
00140000,21,31
00140000,21,35
00140000,21,37
00140000,21,38
00140000,21,45
00140000,21,50
00150000,21,21
00150000,21,22
00150000,21,23
00150000,21,24
00150000,21,25
00150000,21,26
00150000,21,31
00150000,21,32
00150000,21,33
00150000,21,34
00150000,21,35
00150000,21,38
00150000,21,50
00160000,21,11
00160000,21,21
00160000,21,22
00160000,21,23
00160000,21,24
00160000,21,25
00160000,21,26
00160000,21,31
00160000,21,32
00160000,21,33
00160000,21,34
00160000,21,35
00160000,21,50
00170000,21,21
00170000,21,22
00170000,21,23
00170000,21,24
00170000,21,25
00170000,21,26
00170000,21,32
00170000,21,33
00170000,21,34
00170000,21,35
00170000,21,36
00170000,21,37
00170000,21,45
00170000,21,50
00180000,21,11
00180000,21,21
00180000,21,22
00180000,21,23
00180000,21,24
00180000,21,25
00180000,21,26
00180000,21,33
00180000,21,35
00180000,21,36
00180000,21,45
00180000,21,50
00190000,21,11
00190000,21,21
00190000,21,22
00190000,21,23
00190000,21,24
00190000,21,25
00190000,21,26
00190000,21,32
00190000,21,33
00190000,21,36
00190000,21,37
00190000,21,45
00190100,21,50
00190200,21,50
00190300,21,50
00200000,21,11
00200000,21,21
00200000,21,22
00200000,21,23
00200000,21,24
00200000,21,25
00200000,21,31
00200000,21,32
00200000,21,33
00200000,21,34
00200000,21,36
00200000,21,45
00200000,21,50
00210000,21,21
00210000,21,22
00210000,21,23
00210000,21,24
00210000,21,25
00210000,21,26
00210000,21,32
00210000,21,34
00210000,21,35
00210000,21,36
00210000,21,37
00210000,21,45
00210000,21,50
00220000,21,11
00220000,21,22
00220000,21,24
00220000,21,25
00220000,21,26
00220000,21,32
00220000,21,33
00220000,21,34
00220000,21,35
00220000,21,36
00220000,21,37
00220000,21,45
00220000,21,50
00230000,21,11
00230000,21,21
00230000,21,22
00230000,21,24
00230000,21,25
00230000,21,32
00230000,21,33
00230000,21,34
00230000,21,35
00230000,21,37
00230000,21,45
00230000,21,50
00240000,21,21
00240000,21,22
00240000,21,23
00240000,21,24
00240000,21,25
00240000,21,26
00240000,21,31
00240000,21,33
00240000,21,34
00240000,21,35
00240000,21,37
00240000,21,38
00240000,21,45
00240000,21,50
00250000,21,11
00250000,21,21
00250000,21,22
00250000,21,23
00250000,21,24
00250000,21,25
00250000,21,26
00250000,21,32
00250000,21,33
00250000,21,34
00250000,21,35
00250000,21,36
00250000,21,37
00250000,21,38
00250000,21,45
00250000,21,50
00260000,21,11
00260000,21,21
00260000,21,22
00260000,21,23
00260000,21,24
00260000,21,25
00260000,21,26
00260000,21,32
00260000,21,35
00260000,21,38
00260000,21,45
00260000,21,50
00270000,21,21
00270000,21,23
00270000,21,25
00270000,21,26
00270000,21,32
00270000,21,33
00270000,21,34
00270000,21,35
00270000,21,37
00270000,21,38
00270000,21,50
00280000,21,11
00280000,21,21
00280000,21,22
00280000,21,23
00280000,21,24
00280000,21,25
00280000,21,26
00280000,21,33
00280000,21,34
00280000,21,35
00280000,21,36
00280000,21,37
00280000,21,38
00280000,21,50
00290000,21,11
00290000,21,21
00290000,21,22
00290000,21,23
00290000,21,24
00290000,21,25
00290000,21,26
00290000,21,32
00290000,21,33
00290000,21,34
00290000,21,35
00290000,21,37
00290000,21,38
00290000,21,50
00300000,21,11
00300000,21,21
00300000,21,22
00300000,21,23
00300000,21,24
00300000,21,26
00300000,21,32
00300000,21,33
00300000,21,37
00300000,21,50
00310000,21,11
00310000,21,24
00310000,21,25
00310000,21,34
00310000,21,35
00310000,21,37
00310000,21,38
00310000,21,50
00320000,21,11
00320000,21,21
00320000,21,22
00320000,21,23
00320000,21,25
00320000,21,26
00320000,21,32
00320000,21,34
00320000,21,36
00320000,21,37
00320000,21,38
00320000,21,50
00330000,21,11
00330000,21,21
00330000,21,22
00330000,21,23
00330000,21,25
00330000,21,26
00330000,21,32
00330000,21,33
00330000,21,34
00330000,21,36
00330000,21,37
00330000,21,38
00330000,21,50
00340000,21,11
00340000,21,21
00340000,21,22
00340000,21,23
00340000,21,25
00340000,21,26
00340000,21,32
00340000,21,33
00340000,21,34
00340000,21,35
00340000,21,36
00340000,21,37
00340000,21,38
00340100,21,50
00340200,21,50
00350000,21,11
00350000,21,21
00350000,21,22
00350000,21,23
00350000,21,25
00350000,21,26
00350000,21,31
00350000,21,33
00350000,21,34
00350000,21,35
00350000,21,36
00350000,21,37
00350000,21,38
00350000,21,50
00360000,21,11
00360000,21,21
00360000,21,23
00360000,21,25
00360000,21,26
00360000,21,31
00360000,21,32
00360000,21,34
00360000,21,35
00360000,21,37
00360000,21,50
00370000,21,11
00370000,21,21
00370000,21,22
00370000,21,25
00370000,21,26
00370000,21,31
00370000,21,32
00370000,21,33
00370000,21,34
00370000,21,35
00370000,21,36
00370000,21,37
00370100,21,50
00370200,21,50
00380000,21,11
00380000,21,21
00380000,21,22
00380000,21,23
00380000,21,25
00380000,21,26
00380000,21,31
00380000,21,32
00380000,21,37
00380000,21,38
00390000,21,11
00390000,21,21
00390000,21,22
00390000,21,23
00390000,21,25
00390000,21,26
00390000,21,31
00390000,21,32
00390000,21,33
00390000,21,36
00390000,21,37
00390000,21,38
00400000,21,11
00400000,21,21
00400000,21,22
00400000,21,25
00400000,21,26
00400000,21,31
00400000,21,33
00400000,21,34
00400000,21,35
00400000,21,36
00400000,21,37
00400000,21,38
00410000,21,11
00410000,21,21
00410000,21,22
00410000,21,23
00410000,21,25
00410000,21,26
00410000,21,31
00410000,21,32
00410000,21,34
00410000,21,37
00420000,21,11
00420000,21,21
00420000,21,22
00420000,21,25
00420000,21,32
00420000,21,34
00420000,21,35
00420000,21,37
00420000,21,38
00430000,21,11
00430000,21,21
00430000,21,22
00430000,21,23
00430000,21,25
00430000,21,32
00430000,21,34
00430000,21,35
00430000,21,36
00430000,21,37
00430000,21,38
00440000,21,21
00440000,21,22
00440000,21,23
00440000,21,25
00440000,21,32
00440000,21,34
00440000,21,35
00440000,21,36
00440000,21,37
00440000,21,38
00450000,21,21
00450000,21,22
00450000,21,25
00450000,21,32
00450000,21,33
00450000,21,34
00450000,21,35
00450000,21,36
00450000,21,37
00450000,21,38
00460000,21,21
00460000,21,22
00460000,21,23
00460000,21,25
00460000,21,31
00460000,21,32
00460000,21,33
00460000,21,34
00460000,21,35
00460000,21,36
00460000,21,38
00470000,21,21
00470000,21,22
00470000,21,23
00470000,21,25
00470000,21,32
00470000,21,34
00470000,21,35
00470000,21,37
00480000,21,11
00480000,21,21
00480000,21,22
00480000,21,23
00480000,21,25
00480000,21,32
00480000,21,35
00480000,21,37
00480000,21,38
00490000,21,11
00490000,21,21
00490000,21,22
00490000,21,23
00490000,21,25
00490000,21,31
00490000,21,32
00490000,21,33
00490000,21,34
00490000,21,35
00490000,21,36
00490000,21,38
00500000,21,11
00500000,21,21
00500000,21,22
00500000,21,23
00500000,21,25
00500000,21,31
00500000,21,32
00500000,21,33
00500000,21,34
00500000,21,35
00500000,21,38
00510000,21,11
00510000,21,21
00510000,21,22
00510000,21,23
00510000,21,25
00510000,21,31
00510000,21,34
00510000,21,35
00510000,21,36
00510000,21,37
00510000,21,38
00520000,21,21
00520000,21,23
00520000,21,25
00520000,21,34
00520000,21,35
00520000,21,36
00520000,21,38
00530000,21,21
00530000,21,23
00530000,21,25
00530000,21,31
00530000,21,32
00530000,21,34
00530000,21,36
00530000,21,37
00530000,21,38
00540000,21,11
00540000,21,21
00540000,21,22
00540000,21,23
00540000,21,25
00540000,21,32
00540000,21,34
00540000,21,36
00540000,21,37
00540000,21,38
00550000,21,11
00550000,21,21
00550000,21,22
00550000,21,23
00550000,21,25
00550000,21,32
00550000,21,34
00550000,21,36
00550000,21,37
00560000,21,11
00560000,21,22
00560000,21,25
00560000,21,32
00560000,21,33
00560000,21,34
00560000,21,37
00560000,21,38
00570000,21,11
00570000,21,21
00570000,21,22
00570000,21,23
00570000,21,25
00570000,21,32
00570000,21,33
00570000,21,34
00570000,21,35
00570000,21,38
00580000,21,21
00580000,21,22
00580000,21,23
00580000,21,25
00580000,21,32
00580000,21,33
00580000,21,34
00580000,21,35
00590000,21,11
00590000,21,21
00590000,21,22
00590000,21,23
00590000,21,25
00590000,21,32
00590000,21,33
00590000,21,35
00590000,21,36
00590000,21,38
00600000,21,11
00600000,21,21
00600000,21,22
00600000,21,23
00600000,21,25
00600000,21,32
00600000,21,34
00600000,21,35
00600000,21,36
00600000,21,37
00600000,21,38
00610000,21,11
00610000,21,21
00610000,21,22
00610000,21,23
00610000,21,31
00610000,21,32
00610000,21,33
00610000,21,34
00610000,21,35
00610000,21,36
00610000,21,37
00620000,21,21
00620000,21,22
00620000,21,23
00620000,21,31
00620000,21,32
00620000,21,34
00620000,21,35
00620000,21,38
00630000,21,21
00630000,21,22
00630000,21,23
00630000,21,31
00630000,21,32
00630000,21,33
00630000,21,34
00630000,21,35
00630000,21,36
00630000,21,37
00640000,21,11
00640000,21,21
00640000,21,22
00640000,21,23
00640000,21,31
00640000,21,32
00640000,21,33
00640000,21,35
00640000,21,36
00640000,21,37
00650000,21,11
00650000,21,21
00650000,21,22
00650000,21,23
00650000,21,32
00650000,21,33
00650000,21,34
00650000,21,35
00660000,21,11
00660000,21,21
00660000,21,22
00660000,21,23
00660000,21,32
00660000,21,33
00660000,21,34
00660000,21,35
00660000,21,36
00670000,21,11
00670000,21,21
00670000,21,22
00670000,21,23
00670000,21,32
00670000,21,33
00670000,21,34
00670000,21,35
00670000,21,36
00670000,21,37
00670000,21,38
00680000,21,21
00680000,21,22
00680000,21,23
00680000,21,32
00680000,21,33
00680000,21,37
00680000,21,38
00690000,21,11
00690000,21,21
00690000,21,22
00690000,21,23
00690000,21,31
00690000,21,32
00690000,21,33
00690000,21,34
00690000,21,35
00690000,21,37
00690000,21,38
00700000,21,11
00700000,21,21
00700000,21,22
00700000,21,23
00700000,21,31
00700000,21,32
00700000,21,33
00700000,21,36
00700000,21,38
00710000,21,11
00710000,21,21
00710000,21,22
00710000,21,23
00710000,21,31
00710000,21,33
00710000,21,35
00710000,21,36
00710000,21,37
00710000,21,38
00720000,21,11
00720000,21,21
00720000,21,22
00720000,21,23
00720000,21,31
00720000,21,32
00720000,21,33
00720000,21,35
00720000,21,36
00720000,21,37
00720000,21,38
00730000,21,11
00730000,21,21
00730000,21,22
00730000,21,23
00730000,21,31
00730000,21,32
00730000,21,33
00730000,21,35
00730000,21,36
00730000,21,37
00730000,21,38
00740000,21,11
00740000,21,21
00740000,21,22
00740000,21,23
00740000,21,31
00740000,21,32
00740000,21,37
00740000,21,38
00750000,21,11
00750000,21,21
00750000,21,22
00750000,21,23
00750000,21,31
00750000,21,33
00750000,21,34
00750000,21,35
00750000,21,37
00760000,21,11
00760000,21,21
00760000,21,22
00760000,21,23
00760000,21,31
00760000,21,32
00760000,21,33
00760000,21,34
00760000,21,37
00770000,21,11
00770000,21,21
00770000,21,22
00770000,21,23
00770000,21,32
00770000,21,34
00770000,21,35
00770000,21,36
00770000,21,37
00770000,21,38
00780000,21,11
00780000,21,21
00780000,21,22
00780000,21,23
00780000,21,31
00780000,21,32
00780000,21,35
00780000,21,36
00780000,21,37
00780000,21,38
00790000,21,11
00790000,21,21
00790000,21,22
00790000,21,23
00790000,21,31
00790000,21,32
00790000,21,33
00790000,21,35
00790000,21,37
00790000,21,38
00800000,21,11
00800000,21,21
00800000,21,22
00800000,21,23
00800000,21,31
00800000,21,32
00800000,21,33
00800000,21,34
00800000,21,35
00800000,21,37
00800000,21,38
00810000,21,11
00810000,21,21
00810000,21,22
00810000,21,23
00810000,21,31
00810000,21,32
00810000,21,33
00810000,21,35
00810000,21,37
00820000,21,21
00820000,21,22
00820000,21,31
00820000,21,32
00820000,21,33
00820000,21,35
00820000,21,36
00820000,21,38
00830000,21,11
00830000,21,21
00830000,21,22
00830000,21,31
00830000,21,32
00830000,21,33
00830000,21,34
00830000,21,36
00830000,21,37
00830000,21,38
00840000,21,11
00840000,21,21
00840000,21,22
00840000,21,31
00840000,21,33
00840000,21,34
00840000,21,35
00840000,21,36
00840000,21,37
00850000,21,21
00850000,21,22
00850000,21,31
00850000,21,32
00850000,21,33
00850000,21,34
00850000,21,35
00860000,21,21
00860000,21,22
00860000,21,32
00860000,21,33
00860000,21,34
00860000,21,35
00860000,21,36
00860000,21,38
00870000,21,11
00870000,21,21
00870000,21,22
00870000,21,31
00870000,21,33
00870000,21,34
00870000,21,35
00870000,21,36
00870000,21,37
00870000,21,38
00880000,21,11
00880000,21,21
00880000,21,22
00880000,21,31
00880000,21,32
00880000,21,33
00880000,21,34
00880000,21,35
00880000,21,38
00890000,21,21
00890000,21,22
00890000,21,31
00890000,21,32
00890000,21,33
00890000,21,34
00890000,21,35
00890000,21,37
00890000,21,38
00900000,21,11
00900000,21,21
00900000,21,22
00900000,21,31
00900000,21,32
00900000,21,33
00900000,21,35
00900000,21,37
00900000,21,38
00910000,21,11
00910000,21,22
00910000,21,31
00910000,21,32
00910000,21,33
00910000,21,34
00910000,21,35
00910000,21,36
00920000,21,11
00920000,21,21
00920000,21,22
00920000,21,31
00920000,21,34
00920000,21,35
00920000,21,36
00920000,21,38
00930000,21,11
00930000,21,22
00930000,21,31
00930000,21,32
00930000,21,33
00930000,21,34
00930000,21,35
00930000,21,36
00930000,21,38
00940000,21,11
00940000,21,22
00940000,21,31
00940000,21,33
00940000,21,34
00940000,21,35
00940000,21,36
00940000,21,37
00950000,21,11
00950000,21,21
00950000,21,22
00950000,21,32
00950000,21,33
00950000,21,34
00950000,21,35
00950000,21,37
00950000,21,38
00960000,21,11
00960000,21,21
00960000,21,22
00960000,21,32
00960000,21,33
00960000,21,34
00960000,21,35
00960000,21,36
00960000,21,37
00960000,21,38
00970000,21,11
00970000,21,21
00970000,21,22
00970000,21,31
00970000,21,33
00970000,21,34
00970000,21,35
00970000,21,36
00970000,21,37
00970000,21,38
00980000,21,11
00980000,21,21
00980000,21,22
00980000,21,31
00980000,21,32
00980000,21,33
00980000,21,34
00980000,21,35
00980000,21,38
00990000,21,11
00990000,21,21
00990000,21,32
00990000,21,33
00990000,21,34
00990000,21,35
00990000,21,37
00990000,21,38
01000000,21,11
01000000,21,31
01000000,21,32
01000000,21,33
01000000,21,34
01000000,21,35
01000000,21,37
01000000,21,38
01010000,21,11
01010000,21,21
01010000,21,31
01010000,21,32
01010000,21,33
01010000,21,35
01010000,21,36
01020000,21,11
01020000,21,21
01020000,21,31
01020000,21,32
01020000,21,33
01020000,21,34
01020000,21,35
01020000,21,36
01020000,21,38
01030000,21,11
01030000,21,21
01030000,21,32
01030000,21,33
01030000,21,34
01030000,21,35
01030000,21,36
01030000,21,37
01030000,21,38
01040000,21,11
01040000,21,31
01040000,21,32
01040000,21,33
01040000,21,34
01040000,21,35
01040000,21,36
01040000,21,38
01040100,21,38
01040200,21,38
01050000,21,11
01050000,21,21
01050000,21,31
01050000,21,32
01050000,21,33
01050000,21,35
01050000,21,36
01050000,21,37
01050000,21,38
01060000,21,11
01060000,21,21
01060000,21,31
01060000,21,32
01060000,21,33
01060000,21,34
01060000,21,35
