ccbaAsno_item,ccbaKdcd_item,ccbaCtcd_item
03300000,21,38
03310000,21,11
03310000,21,31
03310000,21,33
03310000,21,36
03310000,21,37
03310000,21,38
03320000,21,11
03320000,21,31
03320000,21,36
03320000,21,37
03320000,21,38
03330000,21,11
03330000,21,31
03330000,21,33
03330000,21,36
03330000,21,37
03330000,21,38
03340000,21,11
03340000,21,31
03340000,21,33
03340000,21,36
03340000,21,37
03340000,21,38
03350000,21,11
03350000,21,31
03350000,21,33
03350000,21,36
03350000,21,37
03350000,21,38
03360000,21,11
03360000,21,31
03360000,21,33
03360000,21,36
03370000,21,11
03370000,21,31
03370000,21,33
03370000,21,36
03370000,21,37
03370000,21,38
03380000,21,11
03380000,21,31
03380000,21,33
03380000,21,36
03380000,21,37
03380000,21,38
03390000,21,11
03390000,21,31
03390000,21,33
03390000,21,36
03390000,21,37
03390000,21,38
03400000,21,31
03400000,21,33
03400000,21,36
03400000,21,37
03410000,21,11
03410000,21,31
03410000,21,33
03410000,21,36
03410000,21,37
03410000,21,38
03420000,21,11
03420000,21,31
03420000,21,33
03420000,21,36
03420000,21,37
03420000,21,38
03430000,21,11
03430000,21,31
03430000,21,33
03430000,21,36
03430000,21,37
03430000,21,38
03440000,21,11
03440000,21,31
03440000,21,33
03440000,21,36
03440000,21,37
03440000,21,38
03450000,21,11
03450000,21,31
03450000,21,33
03450000,21,36
03450000,21,37
03450000,21,38
03460000,21,11
03460000,21,31
03460000,21,33
03460000,21,36
03460000,21,37
03460000,21,38
03470000,21,11
03470000,21,31
03470000,21,33
03470000,21,36
03470000,21,37
03470000,21,38
03480000,21,11
03480000,21,31
03480000,21,33
03480000,21,37
03490000,21,11
03490000,21,31
03490000,21,33
03490000,21,38
03500000,21,11
03500000,21,31
03500000,21,33
03500000,21,36
03500000,21,38
03510000,21,11
03510000,21,31
03510000,21,33
03510000,21,36
03510000,21,38
03520000,21,11
03520000,21,31
03520000,21,33
03520000,21,36
03520000,21,37
03520000,21,38
03530000,21,11
03530000,21,31
03530000,21,33
03530000,21,36
03530000,21,37
03530000,21,38
03540000,21,11
03540000,21,31
03540000,21,33
03540000,21,36
03540000,21,37
03540000,21,38
03550000,21,11
03550000,21,31
03550000,21,33
03550000,21,36
03550000,21,37
03560000,21,11
03560000,21,31
03560000,21,33
03560000,21,36
03560000,21,37
03560000,21,38
03570000,21,11
03570000,21,31
03570000,21,33
03570000,21,38
03580000,21,11
03580000,21,31
03580000,21,33
03580000,21,38
03590000,21,11
03590000,21,31
03590000,21,33
03590000,21,38
03600000,21,11
03600000,21,31
03600000,21,33
03600000,21,37
03600000,21,38
03610000,21,11
03610000,21,31
03610000,21,33
03610000,21,37
03610000,21,38
03620000,21,11
03620000,21,31
03620000,21,33
03620000,21,37
03620000,21,38
03630000,21,11
03630000,21,31
03630000,21,33
03630000,21,37
03630000,21,38
03640000,21,11
03640000,21,31
03640000,21,33
03640000,21,37
03640000,21,38
03650000,21,11
03650000,21,31
03650000,21,33
03650000,21,37
03650000,21,38
03660000,21,11
03660000,21,31
03660000,21,33
03660000,21,37
03660000,21,38
03670000,21,11
03670000,21,31
03670000,21,33
03670000,21,37
03670000,21,38
03680000,21,11
03680000,21,31
03680000,21,33
03680000,21,37
03680000,21,38
03690000,21,11
03690000,21,31
03690000,21,33
03690000,21,37
03690000,21,38
03700000,21,11
03700000,21,31
03700000,21,33
03700000,21,37
03700000,21,38
03710000,21,11
03710000,21,31
03710000,21,33
03710000,21,37
03710000,21,38
03720000,21,31
03720000,21,33
03720000,21,37
03720000,21,38
03730000,21,11
03730000,21,31
03730000,21,33
03730000,21,37
03730000,21,38
03740000,21,11
03740000,21,31
03740000,21,33
03740000,21,37
03740000,21,38
03750000,21,11
03750000,21,31
03750000,21,33
03750000,21,37
03760000,21,11
03760000,21,31
03760000,21,33
03760000,21,38
03760100,21,37
03760200,21,37
03770000,21,11
03770000,21,31
03770000,21,33
03770000,21,37
03770000,21,38
03780000,21,11
03780000,21,31
03780000,21,33
03780000,21,37
03780000,21,38
03790000,21,11
03790000,21,31
03790000,21,33
03790000,21,37
03790000,21,38
03800000,21,11
03800000,21,31
03800000,21,33
03800000,21,37
03800000,21,38
03810000,21,11
03810000,21,31
03810000,21,33
03810000,21,37
03810000,21,38
03820000,21,11
03820000,21,31
03820000,21,33
03820000,21,37
03820000,21,38
03830000,21,11
03830000,21,31
03830000,21,33
03830000,21,38
03840000,21,11
03840000,21,31
03840000,21,33
03840000,21,37
03840000,21,38
03850000,21,11
03850000,21,31
03850000,21,33
03850000,21,37
03850000,21,38
03860000,21,11
03860000,21,31
03860000,21,33
03860000,21,37
03860000,21,38
03860200,21,33
03870000,21,11
03870000,21,31
03870000,21,33
03870000,21,37
03870000,21,38
03880000,21,11
03880000,21,31
03880000,21,33
03880000,21,37
03880000,21,38
03890000,21,11
03890000,21,31
03890000,21,33
03890000,21,37
03890000,21,38
03900000,21,11
03900000,21,31
03900000,21,33
03900000,21,37
03900000,21,38
03910000,21,11
03910000,21,31
03910000,21,33
03910100,21,37
03910200,21,37
03920000,21,11
03920000,21,31
03920000,21,33
03920000,21,37
03920000,21,38
03930000,21,11
03930000,21,33
03930000,21,37
03940000,21,11
03940000,21,33
03940000,21,37
03950000,21,11
03950000,21,33
03950000,21,37
03950000,21,38
03960000,21,11
03960000,21,33
03960000,21,37
03960000,21,38
03970000,21,11
03970000,21,33
03980000,21,11
03980000,21,33
03980000,21,37
03980000,21,38
03990000,21,11
03990000,21,33
03990000,21,37
03990000,21,38
04000000,21,11
04000000,21,33
04000000,21,37
04000000,21,38
04010000,21,11
04010000,21,33
04010000,21,37
04020000,21,11
04020000,21,33
04020000,21,37
04020000,21,38
04030000,21,11
04030000,21,33
04030000,21,37
04030000,21,38
04040000,21,11
04040000,21,33
04040000,21,37
04050000,21,11
04050000,21,33
04050000,21,37
04050000,21,38
04060000,21,11
04060000,21,33
04060000,21,37
04060000,21,38
04070000,21,11
04070000,21,33
04070000,21,37
04070000,21,38
04080000,21,11
04080000,21,37
04080000,21,38
04090000,21,11
04090000,21,33
04090000,21,37
04090000,21,38
04100000,21,11
04100000,21,33
04100000,21,37
04100000,21,38
04110000,21,11
04110000,21,33
04110000,21,37
04110000,21,38
04120000,21,11
04120000,21,37
04120000,21,38
04130000,21,11
04130000,21,37
04130000,21,38
04140000,21,11
04140000,21,37
04140000,21,38
04150000,21,11
04150000,21,37
04150000,21,38
04160000,21,11
04160000,21,37
04160000,21,38
04170000,21,11
04170000,21,37
04170000,21,38
04180000,21,11
04180000,21,37
04180000,21,38
04190000,21,11
04190000,21,37
04190000,21,38
04200000,21,11
04200000,21,37
04200000,21,38
04210000,21,11
04210000,21,37
04210000,21,38
04220000,21,11
04220000,21,37
04220000,21,38
04230000,21,11
04230000,21,37
04230000,21,38
04240000,21,11
04240000,21,37
04240000,21,38
04240100,21,38
04240200,21,38
04240300,21,38
04240400,21,38
04240500,21,38
04240600,21,38
04240700,21,38
04240800,21,38
04240900,21,38
04241000,21,38
04241100,21,38
04241200,21,38
04241300,21,38
04241400,21,38
04241500,21,38
04241600,21,38
04241700,21,38
04241800,21,38
04250000,21,11
04250000,21,37
04250000,21,38
04260000,21,11
04260000,21,37
04260000,21,38
04270000,21,11
04270000,21,37
04270000,21,38
04280000,21,11
04280000,21,37
04280000,21,38
04290000,21,11
04290000,21,37
04290000,21,38
04300000,21,11
04300000,21,37
04300000,21,38
04310000,21,11
04310000,21,37
04310000,21,38
04320000,21,11
04320000,21,37
04320000,21,38
04320100,21,38
04320200,21,38
04320300,21,38
04320400,21,38
04320500,21,38
04320600,21,38
04320700,21,38
04320800,21,38
04330000,21,11
04330000,21,37
04330000,21,38
04340000,21,11
04340000,21,38
04350000,21,11
04350000,21,38
04360000,21,11
04360000,21,37
04360000,21,38
04370000,21,11
04370000,21,37
04370000,21,38
04380000,21,11
04380000,21,37
04380000,21,38
04390000,21,11
04390000,21,37
04390000,21,38
04400000,21,11
04400000,21,37
04400000,21,38
04410000,21,11
04410000,21,37
04410000,21,38
04420000,21,11
04430000,21,11
04430000,21,37
04430000,21,38
04440000,21,11
04440000,21,37
04440000,21,38
04450000,21,11
04450000,21,37
04450000,21,38
04460000,21,11
04460000,21,37
04460000,21,38
04470000,21,11
04470000,21,37
04470000,21,38
04470100,21,38
04470200,21,38
04470300,21,38
04470400,21,38
04470500,21,38
04470600,21,38
04470700,21,38
04470800,21,38
04470900,21,38
04471000,21,38
04471100,21,38
04471200,21,38
04471300,21,38
04471400,21,38
04471500,21,38
04471600,21,38
04471700,21,38
04471800,21,38
04471900,21,38
04472000,21,38
04472100,21,38
04480000,21,11
04480000,21,37
04480000,21,38
04490000,21,11
04490000,21,37
04490000,21,38
04500000,21,11
04500000,21,37
04500000,21,38
04500100,21,38
04500200,21,38
04500300,21,38
04500400,21,38
04500500,21,38
04500600,21,38
04500700,21,38
04500800,21,38
04500900,21,38
04501000,21,38
04501100,21,38
04501200,21,38
04501300,21,38
04501400,21,38
04501500,21,38
04501600,21,38
04501700,21,38
04501800,21,38
04501900,21,38
04502000,21,38
04502100,21,38
04502200,21,38
04502300,21,38
04502400,21,38
04502500,21,38
04502600,21,38
04502700,21,38
04502800,21,38
04502900,21,38
04503000,21,38
04503100,21,38
04503200,21,38
04503300,21,38
04503400,21,38
04503500,21,38
04503600,21,38
04503700,21,38
04503800,21,38
04503900,21,38
04504000,21,38
04504100,21,38
04504200,21,38
04504300,21,38
04504400,21,38
04504500,21,38
04504600,21,38
04504700,21,38
04504800,21,38
04504900,21,38
04505000,21,38
04505100,21,38
04505200,21,38
04505300,21,38
04505400,21,38
04505500,21,38
04505600,21,38
04505700,21,38
04505800,21,38
04505900,21,38
04506000,21,38
04506100,21,38
04506200,21,38
04510000,21,11
04510000,21,37
04510000,21,38
04520000,21,11
04520000,21,37
04520000,21,38
04530000,21,11
04530000,21,37
04530000,21,38
04540000,21,11
04540000,21,37
04540000,21,38
04550000,21,11
04550000,21,37
04550000,21,38
04560000,21,11
04560000,21,37
04560000,21,38
04570000,21,11
04570000,21,37
04570000,21,38
04580000,21,11
04580000,21,37
04580000,21,38
04590000,21,11
04590000,21,37
04590000,21,38
04600000,21,11
04600000,21,37
04600000,21,38
04610000,21,11
04610000,21,37
04610000,21,38
04620000,21,11
04620000,21,37
04620000,21,38
04630000,21,11
04630000,21,37
04630000,21,38
04640000,21,11
04640000,21,37
04640000,21,38
04650000,21,11
04650000,21,37
04650000,21,38
04660000,21,11
04660000,21,37
04660000,21,38
04670000,21,11
04670000,21,37
04670000,21,38
04680000,21,11
04680000,21,37
04680000,21,38
04690000,21,11
04690000,21,37
04690000,21,38
04700000,21,11
04700000,21,38
04710000,21,11
04710000,21,37
04710000,21,38
04720000,21,11
04720000,21,37
04720000,21,38
04730000,21,11
04730000,21,37
04730000,21,38
04740000,21,11
04740000,21,37
04740000,21,38
04750000,21,11
04750000,21,37
04750000,21,38
04760000,21,11
04760000,21,37
04760000,21,38
04770000,21,11
04770000,21,37
04770000,21,38
04780000,21,11
04780000,21,37
04780000,21,38
04790000,21,11
04790000,21,37
04800000,21,11
04800000,21,37
04810000,21,11
04810000,21,37
04810000,21,38
04820000,21,11
04820000,21,37
04820000,21,38
04830000,21,11
04830000,21,37
04840000,21,11
04840000,21,37
04840000,21,38
04850000,21,11
04850000,21,37
04850000,21,38
04860000,21,11
04860000,21,37
04860000,21,38
04870000,21,11
04870000,21,37
04870000,21,38
04880000,21,11
04880000,21,37
04880000,21,38
04890000,21,11
04890000,21,37
04890000,21,38
04900000,21,11
04900000,21,37
04900000,21,38
04910000,21,11
04910000,21,37
04910000,21,38
04920000,21,11
04920000,21,37
04920000,21,38
04930000,21,11
04930000,21,37
04930000,21,38
04940000,21,11
04940000,21,37
04940000,21,38
04950000,21,11
04950000,21,37
04950000,21,38
04960000,21,11
04960000,21,37
04960000,21,38
04970000,21,11
04970000,21,37
04970000,21,38
04980000,21,11
04980000,21,37
04980000,21,38
04990000,21,11
04990000,21,37
04990000,21,38
05000000,21,11
05000000,21,37
05000000,21,38
05010000,21,11
05010000,21,37
05010000,21,38
05020000,21,11
05020000,21,37
05020000,21,38
05020100,21,38
05020200,21,38
05020300,21,38
05020400,21,38
05020500,21,38
05020600,21,38
05020700,21,38
05020800,21,38
05020900,21,38
05021000,21,38
05021100,21,38
05030000,21,11
05030000,21,37
05030000,21,38
05030100,21,38
05030200,21,38
05030300,21,38
05030400,21,38
05030500,21,38
05030600,21,38
05040000,21,11
05040000,21,37
05040000,21,38
05050000,21,11
05050000,21,37
05050000,21,38
05060000,21,11
05060000,21,37
05060000,21,38
05070000,21,11
05070000,21,37
05070000,21,38
05080000,21,11
05080000,21,37
05080000,21,38
05080100,21,38
05080200,21,38
05080300,21,38
05090000,21,11
05090000,21,37
05090000,21,38
05090100,21,38
05090200,21,38
05090300,21,38
05090400,21,38
05090500,21,38
05090600,21,38
05090700,21,38
05090800,21,38
05090900,21,38
05091000,21,38
05091100,21,38
05091200,21,38
05091300,21,38
05091400,21,38
05091500,21,38
05091600,21,38
05091700,21,38
05091800,21,38
05091900,21,38
05092000,21,38
05092100,21,38
05092200,21,38
05092300,21,38
05092400,21,38
05092500,21,38
05092600,21,38
05092700,21,38
05092800,21,38
05092900,21,38
05093000,21,38
05093100,21,38
05093200,21,38
05093300,21,38
05093400,21,38
05093500,21,38
05093600,21,38
05093700,21,38
05093800,21,38
05093900,21,38
05094000,21,38
05094100,21,38
05094200,21,38
05094300,21,38
05094400,21,38
05094500,21,38
05094600,21,38
05094700,21,38
05094800,21,38
05094900,21,38
05095000,21,38
05095100,21,38
05095200,21,38
05095300,21,38
05095400,21,38
05095500,21,38
05095700,21,38
05095800,21,38
05095900,21,38
05096000,21,38
05096100,21,38
05096200,21,38
05096300,21,38
05096400,21,38
05096500,21,38
05096600,21,38
05096700,21,38
05096800,21,38
05096900,21,38
05097000,21,38
05097100,21,38
05097200,21,38
05097300,21,38
05097400,21,38
05097500,21,38
05097600,21,38
05097700,21,38
05097800,21,38
05097900,21,38
05098000,21,38
05098100,21,38
05098200,21,38
05098300,21,38
05098400,21,38
05098500,21,38
05098600,21,38
05098700,21,38
05098800,21,38
05098900,21,38
05099000,21,38
05099100,21,38
05099200,21,38
05099300,21,38
05099400,21,38
05099500,21,38
05099600,21,38
05099700,21,38
05099800,21,38
05099900,21,38
05100000,21,11
05100000,21,37
05100000,21,38
05110000,21,11
05110000,21,37
05110000,21,38
05120000,21,11
05120000,21,37
05120000,21,38
05130000,21,11
05130000,21,37
05130000,21,38
05140000,21,11
05140000,21,37
05140000,21,38
05150000,21,11
05150000,21,37
05150000,21,38
05160000,21,11
05160000,21,37
05160000,21,38
05170000,21,11
05170000,21,37
05170000,21,38
05180000,21,11
05180000,21,37
05180000,21,38
05190000,21,11
05190000,21,37
05190000,21,38
05200000,21,11
05200000,21,37
05200000,21,38
05210000,21,11
05210000,21,37
05210000,21,38
05220000,21,11
05220000,21,37
05220000,21,38
05230000,21,11
05230000,21,37
05230000,21,38
05240000,21,11
05240000,21,37
05240000,21,38
05250000,21,11
05250000,21,37
05250000,21,38
05260000,21,11
05260000,21,37
05260000,21,38
05270000,21,11
05270000,21,37
05270000,21,38
05280000,21,11
05280000,21,37
05280000,21,38
05290000,21,11
05290000,21,37
05290000,21,38
05300000,21,11
05300000,21,37
05300000,21,38
05310000,21,11
05310000,21,37
05310000,21,38
05320000,21,11
05320000,21,37
05320000,21,38
05330000,21,37
05330000,21,38
05340000,21,37
05340000,21,38
05350000,21,37
05350000,21,38
05360000,21,37
05360000,21,38
05370000,21,37
05370000,21,38
05380000,21,37
05380000,21,38
05390000,21,37
05390000,21,38
05400000,21,37
05400000,21,38
05410000,21,37
05410000,21,38
05420000,21,37
05420000,21,38
05430000,21,37
05430000,21,38
05440000,21,37
05440000,21,38
05450000,21,37
05450000,21,38
05460000,21,37
05460000,21,38
05470000,21,37
05470000,21,38
05480000,21,37
05480000,21,38
05490000,21,37
05490000,21,38
05500000,21,37
05500000,21,38
05510000,21,37
05510000,21,38
05520000,21,37
05520100,21,38
05520200,21,38
05520300,21,38
05520400,21,38
05520500,21,38
05520600,21,38
05520700,21,38
05520800,21,38
05520900,21,38
05521000,21,38
05521100,21,38
05530000,21,37
05530000,21,38
05540000,21,37
05540000,21,38
05550000,21,37
05550000,21,38
05560000,21,37
05560000,21,38
05570000,21,37
05570000,21,38
05580000,21,37
05580000,21,38
05590000,21,37
05590000,21,38
05600000,21,37
05600000,21,38
05610000,21,37
05620000,21,37
05620000,21,38
05630000,21,37
05630000,21,38
05640000,21,37
05640000,21,38
05650000,21,37
05650000,21,38
05660000,21,37
05660000,21,38
05670000,21,37
05670000,21,38
05680000,21,37
05680000,21,38
05690000,21,37
05690000,21,38
05700000,21,37
05700000,21,38
05710000,21,37
05710000,21,38
05720000,21,37
05720000,21,38
05730000,21,37
05730000,21,38
05740000,21,37
05740000,21,38
05750000,21,37
05750000,21,38
05760000,21,37
05760000,21,38
05770000,21,37
05770000,21,38
05780000,21,37
05780000,21,38
05790000,21,37
05790000,21,38
05800000,21,37
05800000,21,38
05810000,21,37
05810000,21,38
05820000,21,38
05830000,21,38
05840000,21,38
05850000,21,38
05850100,21,38
05850200,21,38
05850300,21,38
05850400,21,38
05850500,21,38
05850600,21,38
05850700,21,38
05850800,21,38
05850900,21,38
05851000,21,38
05851100,21,38
05851200,21,38
05860000,21,38
05870000,21,38
05880000,21,38
05890000,21,38
05900000,21,38
05910000,21,38
05920000,21,38
05930000,21,38
05940000,21,38
05950000,21,38
05960000,21,38
05970000,21,38
05980000,21,38
05990000,21,38
06000000,21,38
06010000,21,38
06020000,21,38
06030000,21,38
06040000,21,38
06050000,21,38
06060000,21,38
06070000,21,38
06080000,21,38
06090000,21,38
06100000,21,38
06110000,21,38
06120000,21,38
06130000,21,38
06140000,21,38
06150000,21,38
06160000,21,38
06170000,21,38
06180000,21,38
06190000,21,38
06200000,21,38
06210000,21,38
06220000,21,38
06230000,21,38
06240000,21,38
06250000,21,38
06260000,21,38
06270000,21,38
06280000,21,38
06290000,21,38
06300000,21,38
06310000,21,38
06320000,21,38
06330000,21,38
06340000,21,38
06350000,21,38
06360000,21,38
06370000,21,38
06380000,21,38
06390000,21,38
06400000,21,38
06410000,21,38
06420000,21,38
06430000,21,38
06440000,21,38
06450000,21,38
06460000,21,38
06470000,21,38
06480000,21,38
06490000,21,38
06500000,21,38
06510000,21,38
06520000,21,38
06530000,21,38
06540000,21,38
06550000,21,38
06560000,21,38
06570000,21,38
06580000,21,38
06590000,21,38
06600000,21,38
06610000,21,38
06620000,21,38
06630000,21,38
06640000,21,38
06650000,21,38
06660000,21,38
06670000,21,38
06680000,21,38
06690000,21,38
06700000,21,38
06710000,21,38
06720000,21,38
06730000,21,38
06740000,21,38
06750000,21,38
06760000,21,38
06770000,21,38
06780000,21,38
06790000,21,38
06800000,21,38
06810000,21,38
06820000,21,38
06830000,21,38
06840000,21,38
06850000,21,38
06860000,21,38
06870000,21,38
06880000,21,38
06890000,21,38
06900000,21,38
00010000,22,11
00010000,22,22
00010000,22,23
00010000,22,24
00010000,22,25
00010000,22,26
00010000,22,31
00010000,22,32
00010000,22,33
00010000,22,34
00010000,22,35
00010000,22,36
00010000,22,37
00010000,22,45
00010000,22,50
00020000,22,11
00020000,22,21
00020000,22,22
00020000,22,23
00020000,22,25
00020000,22,26
00020000,22,32
00020000,22,33
00020000,22,34
00020000,22,35
00020000,22,37
00020000,22,38
00020000,22,45
00020000,22,50
00021200,22,35
00021300,22,35
00022700,22,35
00030000,22,11
00030000,22,21
00030000,22,22
00030000,22,23
00030000,22,26
00030000,22,33
00030000,22,34
00030000,22,37
00030000,22,38
00030000,22,45
00030000,22,50
00040000,22,21
00040000,22,22
00040000,22,23
00040000,22,24
00040000,22,25
00040000,22,26
00040000,22,32
00040000,22,33
00040000,22,34
00040000,22,37
00050000,22,11
00050000,22,21
00050000,22,22
00050000,22,23
00050000,22,24
00050000,22,25
00050000,22,32
00050000,22,36
00050000,22,38
00050000,22,50
00060000,22,11
00060000,22,21
00060000,22,22
00060000,22,23
00060000,22,24
00060000,22,25
00060000,22,26
00060000,22,32
00060000,22,33
00060000,22,34
00060000,22,35
00060000,22,36
00060000,22,37
00060000,22,38
00060000,22,50
00060300,22,35
00060400,22,35
00070000,22,11
00070000,22,21
00070000,22,22
00070000,22,25
00070000,22,26
00070000,22,32
00070000,22,33
00070000,22,34
00070000,22,36
00070000,22,37
00070000,22,38
00070000,22,50
00070100,22,23
00070100,22,35
00070200,22,23
00070200,22,35
00070300,22,35
00070600,22,35
00070700,22,35
00070800,22,35
00080000,22,11
00080000,22,21
00080000,22,22
00080000,22,23
00080000,22,24
00080000,22,25
00080000,22,31
00080000,22,33
00080000,22,34
00080000,22,35
00080000,22,38
00080000,22,50
00090000,22,11
00090000,22,21
00090000,22,22
00090000,22,23
00090000,22,24
00090000,22,25
00090000,22,32
00090000,22,33
00090000,22,34
00090000,22,35
00090000,22,37
00090000,22,38
00090000,22,50
00090200,22,25
00100000,22,11
00100000,22,21
00100000,22,24
00100000,22,25
00100000,22,31
00100000,22,32
00100000,22,33
00100000,22,35
00100000,22,37
00100000,22,38
00100000,22,50
00100100,22,23
00100200,22,23
00110000,22,11
00110000,22,21
00110000,22,22
00110000,22,23
00110000,22,24
00110000,22,25
00110000,22,31
00110000,22,33
00110000,22,34
00110000,22,35
00110000,22,37
00110000,22,38
00110000,22,50
00110100,22,32
00110200,22,32
00110300,22,32
00110400,22,32
00120000,22,11
00120000,22,21
00120000,22,22
00120000,22,23
00120000,22,24
00120000,22,25
00120000,22,31
00120000,22,33
00120000,22,34
00120000,22,35
00120000,22,37
00120000,22,38
00120000,22,50
00130000,22,11
00130000,22,21
00130000,22,23
00130000,22,24
00130000,22,25
00130000,22,31
00130000,22,33
00130000,22,34
00130000,22,35
00130000,22,37
00130000,22,38
00130300,22,35
00130400,22,35
00140000,22,11
00140000,22,21
00140000,22,22
00140000,22,23
00140000,22,24
00140000,22,25
00140000,22,31
00140000,22,32
00140000,22,33
00140000,22,34
00140000,22,35
00140000,22,36
00140000,22,38
00140000,22,50
00140100,22,31
00140200,22,31
00150000,22,11
00150000,22,21
00150000,22,22
00150000,22,23
00150000,22,24
00150000,22,25
00150000,22,31
00150000,22,33
00150000,22,35
00150000,22,36
00150000,22,37
00150000,22,50
00150100,22,32
00150200,22,32
00150300,22,32
00160000,22,11
00160000,22,21
00160000,22,22
00160000,22,23
00160000,22,24
00160000,22,25
00160000,22,31
00160000,22,32
00160000,22,33
00160000,22,34
00160000,22,37
00160000,22,38
00160000,22,50
00170000,22,11
00170000,22,21
00170000,22,22
00170000,22,23
00170000,22,24
00170000,22,25
00170000,22,31
00170000,22,34
00170000,22,36
00170000,22,38
00170000,22,50
00170200,22,34
00180000,22,11
00180000,22,21
00180000,22,22
00180000,22,23
00180000,22,24
00180000,22,25
00180000,22,31
00180000,22,33
00180000,22,34
00180000,22,35
00180000,22,36
00180000,22,37
00180000,22,38
00180000,22,50
00190000,22,11
00190000,22,21
00190000,22,22
00190000,22,23
00190000,22,24
00190000,22,25
00190000,22,31
00190000,22,32
00190000,22,33
00190000,22,34
00190000,22,35
00190000,22,36
00190000,22,37
00190000,22,38
00190000,22,50
00190400,22,35
00200000,22,11
00200000,22,21
00200000,22,23
00200000,22,24
00200000,22,25
00200000,22,31
00200000,22,32
00200000,22,33
00200000,22,34
00200000,22,35
00200000,22,36
00200000,22,37
00200000,22,38
00200000,22,50
00210000,22,11
00210000,22,21
00210000,22,23
00210000,22,24
00210000,22,25
00210000,22,31
00210000,22,32
00210000,22,33
00210000,22,34
00210000,22,36
00210000,22,38
00210000,22,50
00220000,22,11
00220000,22,21
00220000,22,23
00220000,22,24
00220000,22,25
00220000,22,31
00220000,22,32
00220000,22,34
00220000,22,35
00220000,22,36
00220000,22,50
00220100,22,37
00220200,22,35
00220200,22,37
00220200,22,50
00230000,22,11
00230000,22,21
00230000,22,23
00230000,22,24
00230000,22,25
00230000,22,31
00230000,22,32
00230000,22,33
00230000,22,34
00230000,22,35
00230000,22,36
00230000,22,38
00230000,22,50
00230100,22,37
00230200,22,37
00240000,22,11
00240000,22,21
00240000,22,23
00240000,22,25
00240000,22,31
00240000,22,32
00240000,22,33
00240000,22,35
00240000,22,36
00240000,22,37
00240200,22,31
00250000,22,11
00250000,22,21
00250000,22,23
00250000,22,25
00250000,22,31
00250000,22,32
00250000,22,33
00250000,22,34
00250000,22,35
00250000,22,36
00250000,22,38
00250100,22,31
00250100,22,37
00250200,22,37
00250300,22,37
00260000,22,11
00260000,22,21
00260000,22,23
00260000,22,31
00260000,22,32
00260000,22,33
00260000,22,34
00260000,22,36
00260000,22,37
00260000,22,38
00270000,22,11
00270000,22,23
00270000,22,32
00270000,22,33
00270000,22,34
00270000,22,35
00270000,22,36
00270000,22,37
00270000,22,38
00270100,22,31
00270200,22,35
00270300,22,31
00270400,22,31
00280000,22,11
00280000,22,31
00280000,22,32
00280000,22,33
00280000,22,34
00280000,22,35
00280000,22,36
00280000,22,37
00280000,22,38
00290000,22,11
00290000,22,31
00290000,22,32
00290000,22,33
00290000,22,34
00290000,22,35
00290000,22,36
00290000,22,38
00300000,22,11
00300000,22,32
00300000,22,34
00300000,22,35
00300000,22,36
00300000,22,38
00300100,22,31
00300200,22,31
00310000,22,11
00310000,22,32
00310000,22,34
00310000,22,35
00310000,22,36
00310000,22,37
00310000,22,38
00310100,22,31
00310200,22,31
00320000,22,11
00320000,22,32
00320000,22,34
00320000,22,35
00320000,22,36
00320000,22,38
00320100,22,37
00320200,22,37
00320300,22,37
00320400,22,37
00320500,22,37
00330000,22,11
00330000,22,31
00330000,22,32
00330000,22,36
00330000,22,37
00330000,22,38
00340000,22,11
00340000,22,31
00340000,22,35
00340000,22,36
00340000,22,37
00340000,22,38
00350000,22,11
00350000,22,31
00350000,22,34
00350000,22,36
00350000,22,37
00350000,22,38
00350100,22,35
00360000,22,11
00360000,22,34
00360000,22,35
00360000,22,36
00360000,22,37
00360000,22,38
00360200,22,31
00360200,22,35
00370000,22,11
00370000,22,31
00370000,22,34
00370000,22,35
00370000,22,36
00370000,22,37
00370000,22,38
00380000,22,11
00380000,22,31
00380000,22,35
00380000,22,36
00380000,22,37
00380000,22,38
00380100,22,34
00380200,22,34
00390000,22,11
00390000,22,31
00390000,22,34
00390000,22,35
00390000,22,36
00390000,22,37
00390000,22,38
00400000,22,11
00400000,22,31
00400000,22,34
00400000,22,35
00400000,22,36
00400000,22,37
00400000,22,38
00410000,22,11
00410000,22,31
00410000,22,35
00410000,22,36
00410000,22,37
00410000,22,38
00410100,22,31
00410100,22,34
00410200,22,31
00410200,22,34
00410300,22,34
00420000,22,11
00420000,22,34
00420000,22,35
00420000,22,36
00420000,22,37
00420000,22,38
00420100,22,31
00420200,22,31
00430000,22,11
00430000,22,31
00430000,22,35
00430000,22,36
00430000,22,37
00430000,22,38
00440000,22,11
00440000,22,31
00440000,22,34
00440000,22,35
00440000,22,36
00440000,22,37
00440000,22,38
00450000,22,11
00450000,22,31
00450000,22,34
00450000,22,35
00450000,22,36
00450000,22,37
00450000,22,38
00460000,22,11
00460000,22,31
00460000,22,34
00460000,22,35
00460000,22,36
00460000,22,37
00460000,22,38
00470000,22,11
00470000,22,31
00470000,22,34
00470000,22,35
00470000,22,36
00470000,22,37
00470100,22,31
00480000,22,11
00480000,22,31
00480000,22,34
00480000,22,35
00480000,22,36
00490000,22,11
00490000,22,31
00490000,22,35
00490100,22,35
00500000,22,11
00500000,22,31
00500000,22,34
00500000,22,35
00500000,22,36
00510000,22,11
00510000,22,31
00510000,22,34
00510000,22,35
00510000,22,36
