ccbaCpno_item,ccbaKdcd_item
1122401100000,12
1123601110000,12
1123601120000,12
1123701130000,12
1123701140000,12
1123701150000,12
1123701160000,12
1123701170000,12
1123701180000,12
1123701190000,12
1123701200000,12
1123701210000,12
1123701220000,12
1123701230000,12
1123701240000,12
1123701250000,12
1123701260000,12
1123701270000,12
1123801280000,12
1123801290000,12
1122401310000,12
1123601320000,12
1123601330000,12
1123601340000,12
1123701360000,12
1123701370000,12
1121101410000,12
1121101420000,12
1123401430000,12
1123801460000,12
1123801470000,12
1123401500000,12
1123601510000,12
1123601520000,12
1123601530000,12
1123601540000,12
1123601550000,12
1123601560000,12
1123601570000,12
1123601580000,12
1123801590000,12
1122301610000,12
1123401620000,12
1123201640000,12
1123201650000,12
1123501670000,12
1123701680000,12
1123701690000,12
1123601700000,12
1123701710000,12
1123701720000,12
1122601730000,12
1123401740000,12
1123601750000,12
1121101770000,12
1122301780000,12
1122301790000,12
1123101800000,12
1123401810000,12
1123701820000,12
1123201830000,12
1123401840000,12
1123401850000,12
1123701860000,12
1123701870000,12
1123701880000,12
1123701890000,12
1123201910000,12
1123201920000,12
1123701930000,12
1123401970000,12
1123701980000,12
1123701990000,12
1123702010000,12
1123702030000,12
1123602040000,12
1123602050000,12
1123602060000,12
1123602070000,12
1123702080000,12
1122502090000,12
1123702100000,12
1123702110000,12
1123802120000,12
1123202130000,12
1123202140000,12
1121102150000,12
1123302160000,12
1123402170000,12
1123402190000,12
1123702200000,12
1123702200200,12
1123702210000,12
1123802220000,12
1123202230000,12
1123402240000,12
1123102250000,12
1123102260000,12
1123802270000,12
1123102280000,12
1123102290000,12
1123102300000,12
1123102310000,12
1123402320000,12
1123402330000,12
1123502340000,12
1121102350000,12
1123502360000,12
1123702420000,12
1122202430000,12
1122202440000,12
1123702450000,12
1123702460000,12
1122202470000,12
1122202480000,12
1123702490000,12
1122102500000,12
1123702510000,12
1123702520000,12
1123802530000,12
1122202540000,12
1123702550000,12
1123402560000,12
1123402570000,12
1123602630000,12
1123802640000,12
1123802650000,12
1123802660000,12
1123502670000,12
1123502720000,12
1123602730000,12
1123602740000,12
1123602750000,12
1123502760000,12
1123502770000,12
1123502790000,12
1123502800000,12
1123502810000,12
1123502890000,12
1123502900000,12
1123502910000,12
1123502920000,12
1123802940000,12
1123802950000,12
1123702960000,12
1123702970000,12
1123602980000,12
1123602990000,12
1123603000000,12
1123603010000,12
1123603020000,12
1123603030000,12
1123603040000,12
1123703050000,12
1123703060000,12
1123703070000,12
1123503080000,12
1123503090000,12
1123803100000,12
1123803120000,12
1123603130000,12
1123703160000,12
1123703170000,12
1123703180000,12
1123703190000,12
1123603200000,12
1123903220000,12
1123703230000,12
1123403260000,12
1123703270000,12
1122203500000,12
1121103510000,12
1123803530000,12
1123403540000,12
1123403550000,12
1123403560000,12
1123303670000,12
1123303680000,12
1122603690000,12
1122603700000,12
1123803710000,12
1123803720000,12
1123803730000,12
1123803740000,12
1123803750000,12
1123803760000,12
1123803770000,12
1123803780000,12
1123803790000,12
1123803800000,12
1123803810000,12
1122603820000,12
1121103830000,12
1121103840000,12
1121103850000,12
1121103860000,12
1123103880000,12
1123103890000,12
1122303930000,12
1123603940000,12
1123603950000,12
1123603960000,12
1123103970000,12
1123403990000,12
1123604000000,12
1123104020000,12
1123104030000,12
1123304040000,12
1123304050000,12
1123304060000,12
1123404070000,12
1123404080000,12
1123404090000,12
1123704110000,12
1123704120000,12
1123704130000,12
1123704140000,12
1123704150000,12
1121104170000,12
1121104190200,12
1121104190400,12
1123504200000,12
1123504220000,12
1123504230000,12
1123704240000,12
1123704250000,12
1123704260000,12
1123704270000,12
1123704280000,12
1123704290000,12
1123704300000,12
1123704310000,12
1123304330000,12
1122104340000,12
1123104350000,12
1123804360000,12
1123204390000,12
1123704420000,12
1123204430000,12
1123204440000,12
1123204450000,12
1123204460000,12
1123204470000,12
1123704480000,12
1123704490000,12
1123704500000,12
1123704570000,12
1123304590000,12
1123604610000,12
1123604620000,12
1121104630000,12
1123204640000,12
1123704650000,12
1123804660000,12
1123804670000,12
1123804680000,12
1123704690000,12
1123704700000,12
1123804710000,12
1123804720000,12
1123804730000,12
1123804740000,12
1123704750000,12
1123404780000,12
1123804800000,12
1123704850000,12
1123704860000,12
1123104880000,12
1123804890000,12
1123704900000,12
1123804910000,12
1123704920000,12
1123804930000,12
1123804950000,12
1123204960000,12
1123204970000,12
1123704980000,12
1123204990000,12
1123805000000,12
1123605030000,12
1123605040000,12
1123605050000,12
1123605060000,12
1123605070000,12
1123405080000,12
1123605090000,12
1123705100000,12
1123305110000,12
1123305120000,12
1123705130000,12
1123705140000,12
1123705170000,12
1123805180000,12
1123805190000,12
1123805200000,12
1123705210000,12
1121105230100,12
1121105230200,12
1123705240200,12
1123705260200,12
1123305280000,12
1123605290000,12
1123805300000,12
1123105310000,12
1123305320000,12
1123305330000,12
1123305340000,12
1123305350000,12
1123405360000,12
1123405370000,12
1123405380000,12
1122205390000,12
1123205400000,12
1123205410000,12
1123205420000,12
1123205430000,12
1123205440000,12
1123205450000,12
1123305460000,12
1123905470200,12
1123705480200,12
1123705490000,12
1123705530000,12
1122205540000,12
1123705620000,12
1123605630000,12
1123105650000,12
1123105670000,12
1121105681300,12
1121105690400,12
1123605710000,12
1123605720000,12
1123705750000,12
1123605780000,12
1123705810000,12
1123405820000,12
1123505830000,12
1123605840000,12
1123705860100,12
1122406000000,12
1122206010000,12
1123206020000,12
1123706050000,12
1123706060000,12
1123706070000,12
1123506080000,12
1123706090000,12
1123706100000,12
1123106110000,12
1123206120000,12
1123806140000,12
1122306150000,12
1123706160000,12
1123706550000,12
1123306560000,12
1121106570000,12
1123306580000,12
1123506620000,12
1123306640000,12
1123706650000,12
1123706660000,12
1123706670000,12
1123806710000,12
1122206730000,12
1123706740000,12
1123706750000,12
1123706760000,12
1123706770000,12
1123706780000,12
1123706790000,12
1123706800000,12
1123706810000,12
1123706820000,12
1123706830000,12
1121107060000,12
1121107100000,12
1121107100200,12
1121107100300,12
1121107100500,12
1123707170000,12
1121107190000,12
1121107200000,12
1123707290000,12
1123707300000,12
1123807340000,12
1123707350000,12
1121107360000,12
1123607370000,12
1123807380000,12
1121107450100,12
1121107450200,12
1121107450400,12
1123207450500,12
1121107450700,12
1121107450800,12
1123607450900,12
1123507451000,12
1121107480000,12
1123107490000,12
1123207500000,12
1123807570000,12
1121107580000,12
1121107610000,12
1121107620000,12
1121107630000,12
1121107650000,12
1121107690000,12
1121107700000,12
1121107710000,12
1121107720000,12
1121107720200,12
1123607720300,12
1121107740000,12
1123707900000,12
1123407940000,12
1123607950000,12
1123607960000,12
1123607970000,12
1123607980000,12
1123407990000,12
1123408000000,12
1123408010000,12
1123408020000,12
1123508030000,12
1123608040000,12
1122208050000,12
1121108090000,12
1121108100000,12
1121108110000,12
1121108120000,12
1121108130000,12
1121108140000,12
1121108150000,12
1121108160000,12
1121108170000,12
1121108180000,12
1121108190000,12
1121108200000,12
1121108210000,12
1123108220000,12
1123108230000,12
1123108240000,12
1123508250000,12
1123508260000,12
1123508270000,12
1123508280000,12
1123608290000,12
1123608300000,12
1123608310000,12
1123708320000,12
1123708330000,12
1123708340000,12
1123708350000,12
1123708360000,12
1121108380000,12
1121108460000,12
1121108470000,12
1123308480000,12
1121108500300,12
1121108510000,12
1121108650000,12
1123108740000,12
1121108770000,12
1121108820000,12
1123709070000,12
1123709080000,12
1123709090000,12
1123709100000,12
1123709110000,12
1123709120000,12
1123709130000,12
1123509140000,12
1123309150000,12
1123309160000,12
1123609430000,12
1123609440000,12
1123609450000,12
1123609460000,12
1123609470000,12
1123109800000,12
1123109810000,12
1123109820000,12
1123109830000,12
1123309840000,12
1123309850000,12
1123409860000,12
1123409870000,12
1123709880000,12
1123709890000,12
1123709890200,12
1123709900000,12
1123709910000,12
1122209920000,12
1123709930000,12
1123709950000,12
1123709960000,12
1123709960200,12
1123809980000,12
1121110000000,12
1123710020000,12
1123410070000,12
1121110090000,12
1123110100200,12
1123610400000,12
1123610430000,12
1123610440000,12
1121110860000,12
1121110870100,12
1121110890000,12
1123810900200,12
1123110950000,12
1123811120000,12
1123811130000,12
1123811140000,12
1123611150000,12
1123611160000,12
1123611170000,12
1123611180000,12
1121111190000,12
1123811200000,12
1123711210000,12
1123711220000,12
1123511230000,12
1123111280000,12
1123111290000,12
1123111300000,12
1123111310000,12
1123111320000,12
1123611340000,12
1123111350000,12
1123111360000,12
1123211820000,12
1123611830000,12
1123611840000,12
1123611850000,12
1123711860000,12
1123911870000,12
1123711880000,12
1123111930200,12
1123511970000,12
1123511980000,12
1123512000000,12
1123712010000,12
1121112100000,12
1122212140000,12
1123712160000,12
1123212200000,12
1123712210000,12
1122112240200,12
1123112250000,12
1123812420000,12
1123512430000,12
1123512440000,12
1121112450000,12
1123412460000,12
1123412470000,12
1123612520000,12
1123812530000,12
1123612540000,12
1123512550000,12
1123112560000,12
1123112570000,12
1123312590000,12
1123412600000,12
1123412610000,12
1123412620000,12
1123412630000,12
1123412640000,12
1123412650000,12
1123512660000,12
1123512670000,12
1123512680000,12
1123512690000,12
1123712700000,12
1123712710000,12
1123712720000,12
1123812730000,12
1123512740000,12
1123212750000,12
1123212760000,12
1123212770000,12
1123712780000,12
1123612790000,12
1123712800000,12
1123612830000,12
1123412840000,12
1123412850000,12
1123612880000,12
1121112910000,12
1123212920000,12
1123412930000,12
1123312950000,12
1123312960000,12
1123312990000,12
1123813000000,12
1123813010000,12
1123113020000,12
1123613070000,12
1123613090000,12
1123613100000,12
1123613110000,12
1123613120000,12
1123613140000,12
1123613150000,12
1123813160000,12
1123813170000,12
1123613220000,12
1123113230000,12
1123113240000,12
1123713300000,12
1123613310000,12
1123613320000,12
1123613330000,12
1122213350000,12
1123213360000,12
1123213370000,12
1123313380000,12
1123413390000,12
1123613400000,12
1123613410000,12
1123613420000,12
1123613430000,12
1123613440000,12
1123613450000,12
1123613460000,12
1123613470000,12
1123613480000,12
1123613490000,12
1123613570000,12
1121113580200,12
1123313600000,12
1123313610000,12
1123213620000,12
1123613630000,12
1123813640000,12
1123813650000,12
1123613670000,12
1123613680000,12
1123313700000,12
1123313710000,12
1123613720000,12
1123713740000,12
1123613770000,12
1123813780000,12
1123713790000,12
1123413810000,12
1121113830000,12
1123613950000,12
1123613960000,12
1123314010000,12
1123714020000,12
1123714030000,12
1123314130000,12
1123314160000,12
1123314170000,12
1123314180000,12
1123714270000,12
1123714290000,12
1123614330000,12
1123514340000,12
1123814360000,12
1121114390000,12
1123714450000,12
1123814460000,12
1121114600000,12
1122114610000,12
1121114620000,12
1122214630000,12
1121114630300,12
1121114630400,12
1122214640000,12
1122214650000,12
1122214660000,12
1123614670000,12
1123814710000,12
1121114780000,12
1123414950000,12
1121115040000,12
1122215050000,12
1122415070000,12
1123115110000,12
1123115120000,12
1123115140000,12
1123115150000,12
1123515160000,12
1123715230000,12
1121115240000,12
1122115250000,12
1122115260000,12
1123315270000,12
1121115280000,12
1121115290000,12
1121115300000,12
1123115320000,12
1123115350000,12
1123115360000,12
1121115370000,12
1121115370200,12
1121115390000,12
1121115420000,12
1123615440000,12
1123615450000,12
1123615460000,12
1123615470000,12
1123615490000,12
1123615520000,12
1123615550000,12
1123615560000,12
1123615570000,12
1123615580000,12
1121115600000,12
1123715620000,12
1122215630000,12
1123415650000,12
1123615660000,12
1123715680000,12
1123415690000,12
1123715700000,12
1123715710000,12
1123415720000,12
1123115730000,12
1123715740000,12
1123715750000,12
1123715760000,12
1123515780000,12
1121115800000,12
1121115830000,12
1121115840000,12
1121115850000,12
1121115860000,12
1121115870000,12
1121115880000,12
1121115890000,12
1121115900000,12
1121115910000,12
1121115920000,12
1121115930000,12
1121115940100,12
1123715940200,12
1121115940300,12
1121115950100,12
1122115950200,12
1123115970000,12
1123716040000,12
1123716050000,12
1123716060000,12
1123716080000,12
1123716090000,12
1122216100000,12
1123716110000,12
1123716120000,12
1123716130000,12
1123716140000,12
1123416190000,12
1123716200000,12
1123216250100,12
1123116270000,12
1123116310100,12
1123116310200,12
1123116320300,12
1123716360000,12
1123716480000,12
1122516520000,12
1123716560000,12
1123116730000,12
1123116740000,12
1123116810000,12
1123816820000,12
1123117090000,12
1123117100000,12
1123217230000,12
1123117240000,12
1123717250000,12
1123717270000,12
1121117380000,12
1123817390000,12
1121117400000,12
1123117410000,12
1123117420000,12
1123117430000,12
1123717440000,12
1123717450000,12
1123417460000,12
1121117590000,12
1121117600000,12
1121117610000,12
1121117620000,12
1121117630000,12
1121117640000,12
1121117690000,12
1121117700000,12
1122117710000,12
1123118030000,12
1121118040000,12
1121118050000,12
1123618070000,12
1123118080000,12
1121118200000,12
1123718250000,12
1123818260000,12
1123818270000,12
1121118280000,12
1123718310000,12
1123218320000,12
1123718400000,12
1123818490000,12
1122218500000,12
1123718670000,12
1123718680000,12
1121118810000,12
1122118960000,12
1125019020000,12
1123719170000,12
1123719280000,12
1123719350000,12
1123319410000,12
1123119420000,12
1123719450000,12
1123419760000,12
1123219810000,12
1123219950000,12
1123120130000,12
1123420210000,12
1123620240000,12
1123120350000,12
1123120360000,12
1123620370000,12
1123220460000,12
1123720470000,12
1123720480000,12
1123720490000,12
1123720500000,12
1123720510000,12
1123720520000,12
1122220530000,12
1123620540000,12
1123520550000,12
1123520650000,12
1123720680000,12
1123720690000,12
1123720780000,12
1123220880000,12
1123220890000,12
1123120900000,12
1123120910000,12
1123120920000,12
1123820930000,12
1123820940000,12
1123820950000,12
1123720960000,12
1123720970000,12
1123720980000,12
1123620990000,12
1123621000000,12
1123621010000,12
1123721020000,12
1123721030000,12
1123721040000,12
1123721050000,12
1123721060000,12
1123321070000,12
1123721080000,12
1124521190000,12
1123421200000,12
1123721210000,12
1123621220000,12
1123521290000,12
1123121300000,12
1123721310000,12
1122221320000,12
1122221330000,12
1333700010000,13
1333800020000,13
1333100030000,13
1333400040000,13
1333400050000,13
1333700060000,13
1333700070000,13
1333700080000,13
1331100100000,13
1331100110000,13
1333400120000,13
1333400130000,13
1333400140000,13
1333700150000,13
1333700160000,13
1333700180000,13
1333700190000,13
1333700200000,13
1333700210000,13
1333700220000,13
1333700230000,13
1333700240000,13
1333700250000,13
1333700260000,13
1333700270000,13
1333700280000,13
1333700290000,13
1333700300000,13
1333700310000,13
1331100320000,13
1331100330000,13
1333400340000,13
1333200370000,13
1333400440000,13
1333700450000,13
1333700460000,13
1333700470000,13
1333700480000,13
1333700550000,13
1333100560000,13
1333100570000,13
1333400580000,13
1333400590000,13
1333400600000,13
1333700610000,13
1332200620000,13
1333800640000,13
1333800650000,13
1333800660000,13
1333800670000,13
1333600680000,13
1333500690000,13
1333500700000,13
1333800730000,13
1333800740000,13
1333800750000,13
1333700790000,13
1333700820000,13
1331100830000,13
1333700860000,13
1333500870000,13
1333700880000,13
1333400890000,13
1333400900000,13
1333500920000,13
1333800930000,13
1333800940000,13
1333800950000,13
1333700960000,13
1333800970000,13
1333800980000,13
1333400990000,13
1333801000000,13
1331101010000,13
1333501030000,13
1333501040000,13
1333401050000,13
1333601060000,13
1333601070000,13
1333801080000,13
1333401090000,13
1333501110000,13
1333401120000,13
1333801130000,13
1333601140000,13
1333101150000,13
1333401160000,13
1331101170000,13
1333801180000,13
1333801190000,13
1333801200000,13
1331101210000,13
1331101220000,13
1331101230000,13
1331101240000,13
1331101250000,13
1333601260000,13
1333601270000,13
1333101280000,13
1332601290000,13
1332301300000,13
1333801310000,13
1332301320000,13
1332301330000,13
1333401350000,13
1332301370000,13
1333701380000,13
1333101390000,13
1333101400000,13
1332401410000,13
1333701420000,13
1331101430000,13
1333101440000,13
1333501450000,13
1333501460000,13
1333701470000,13
1333101480000,13
1331101490000,13
1333501500000,13
1333801510000,13
1332601530000,13
1333701540000,13
1333401550000,13
1333401560000,13
1331101570000,13
1333701580000,13
1333701590000,13
1333701610000,13
1333101620000,13
1333801640000,13
1333701650000,13
1333501660000,13
1333601670000,13
1333701700000,13
1331101710000,13
1333701720000,13
1333701730000,13
1333701740000,13
1333701750000,13
1333701760000,13
1333701770000,13
1333701790000,13
1333701800000,13
1333701810000,13
1333701820000,13
1333701830000,13
1333701840000,13
1333701850000,13
1333701860000,13
1333701870000,13
1333701880000,13
1333301890000,13
1333701900000,13
1333101910000,13
1332101920000,13
1333101930000,13
1331101940000,13
1333101950000,13
1333201960000,13
1333101970000,13
1333101980000,13
1331101990000,13
1333102000000,13
1331102010000,13
1333102020000,13
1333102030000,13
1331102040000,13
1333102050000,13
1333102060000,13
1331102080000,13
1333102090000,13
1333102100000,13
1332302110000,13
1333302120000,13
1331102130000,13
1333802140000,13
1332102150000,13
1333702160000,13
1333102170000,13
1333702180000,13
1333702190000,13
1333702200000,13
1333702210000,13
1333702220000,13
1333102230000,13
1332302240000,13
1332302250000,13
1332302260000,13
1332302270000,13
1331102280000,13
1333402290000,13
1333402310000,13
1333802320000,13
1333802330000,13
1331102340000,13
1333302350000,13
1333802360000,13
1331102370000,13
1333702380000,13
1333802390000,13
1333802400000,13
1333702410000,13
1333602420000,13
1331102430000,13
1333102440000,13
1331102480000,13
1333402490000,13
1333102510000,13
1331102530000,13
1331102540000,13
1331102560000,13
1331102570000,13
1331102580000,13
1332302590000,13
1333702600000,13
1333802610000,13
1332202620000,13
1333702630000,13
1333302640000,13
1333302650000,13
1331102670000,13
1333102680000,13
1333102690000,13
1331102700000,13
1331102710000,13
1333502720000,13
1332102730000,13
1333602740000,13
1331102750000,13
1331102760000,13
1331102770000,13
1331102780000,13
1331102790000,13
1331102800000,13
1331102810000,13
1331102820000,13
1331102830000,13
1331102840000,13
1332302870000,13
1333502880000,13
1333602890000,13
1332202900000,13
1333802910000,13
1333102920000,13
1333502930000,13
1333502940000,13
1333502950000,13
1331102970000,13
1333502980000,13
1333403010000,13
1333603020000,13
1333803050000,13
1332303060000,13
1333403070000,13
1333603080000,13
1333503090000,13
1333603100000,13
1333703110000,13
1333603120000,13
1333703130000,13
1333103140000,13
1333303150000,13
1333403160000,13
1333303170000,13
1333503180000,13
1333303190000,13
1332603200000,13
1333403210000,13
1333803220000,13
1333103230000,13
1331103240000,13
1333803260000,13
1333803270000,13
1333703280000,13
1333103290000,13
1332603320000,13
1333403330000,13
1333403340000,13
1333803350000,13
1333703360000,13
1333603370000,13
1333603380000,13
1333503390000,13
1331103430000,13
1333503450000,13
1333503460000,13
1333503470000,13
1333503490000,13
1333103510000,13
1333103520000,13
1333603530000,13
1332503550000,13
1332303690000,13
1332303700000,13
1332303710000,13
1331103720000,13
1332403750000,13
1333203760000,13
1333603770000,13
1333503790000,13
1333903800000,13
1333603810000,13
1333103820000,13
1333403830000,13
1333603850000,13
1333703860000,13
1333203880000,13
1333103890000,13
1333703900000,13
1333503910000,13
1333603920000,13
1333403930000,13
1333603970000,13
1333303980000,13
1331103990000,13
1333304000000,13
1333304010000,13
1333804020000,13
1333104030000,13
1333604040000,13
1333504050000,13
1333604070000,13
1333504080000,13
1333604100000,13
1332204110000,13
1333904120000,13
1333904160000,13
1333304170000,13
1333604180000,13
1333704190000,13
1333404200000,13
1333204210000,13
1333104220000,13
1333104230000,13
1332304240000,13
1333404250000,13
1333204260000,13
1333404270000,13
1333404280000,13
1333804290000,13
1333704300000,13
1333404310000,13
1333604320000,13
1333404330000,13
1333404340000,13
1333404350000,13
1333104370000,13
1331104380000,13
1333204390000,13
1331104400000,13
1333104410000,13
1332204420000,13
1332204430000,13
1333704440000,13
1333304450000,13
1333204460000,13
1333204470000,13
1332304520000,13
1333804530000,13
1333804540000,13
1331104550000,13
1333604560000,13
1333704570000,13
1333604580000,13
1333804590000,13
1331104610000,13
1333304630000,13
1333104640000,13
1331104650000,13
1333204660000,13
1333104670000,13
1333104680000,13
1333104690000,13
1333704700000,13
1333504710000,13
1333804720000,13
1333404730000,13
1333404740000,13
1333404750000,13
1333704760000,13
1333704770000,13
1333104780000,13
1333104790000,13
1333104800000,13
1333404810000,13
1333604830000,13
1333804840000,13
1333604850000,13
1333804860000,13
1333904870000,13
1332204880000,13
1333704910000,13
1333604920000,13
1333704930000,13
1333504940000,13
1333604980000,13
1333804990000,13
1333105000000,13
1333405010000,13
1333805040000,13
1333605050000,13
1333805090000,13
1333705100000,13
1333705160000,13
1333705170000,13
1333705180000,13
1333605190000,13
1331105200000,13
1331105210000,13
1333905220000,13
1333605230000,13
1333205240000,13
1333105250000,13
1333105260000,13
1333305270000,13
1332605280000,13
1333405290000,13
1333105300000,13
1333505310000,13
1333705320000,13
1333705330000,13
1333205340000,13
1333605350000,13
1333105360000,13
1333105370000,13
1332205380000,13
1332105390000,13
1333405400000,13
1333505410000,13
1333505420000,13
1333505430000,13
1332205440000,13
1333805470000,13
1333505510000,13
1333505520000,13
1333205530000,13
1333805540000,13
1333705550000,13
1332305560000,13
1332305570000,13
1331105580000,13
1333405600000,13
