ccbaCpno_item,ccbaMnm1_item
1123508280000,김제 금산사 석등
1123608290000,강진 금곡사 삼층석탑
1123608300000,영광 불갑사 대웅전
1123608310000,순천 동화사 삼층석탑
1123708320000,영주 성혈사 나한전
1123708330000,경주 기림사 대적광전
1123708340000,청도 대비사 대웅전
1123708350000,청도 운문사 대웅보전
1123708360000,청도 대적사 극락전
1121108380000,서울 청계천 수표
1121108460000,창경궁 풍기대
1121108470000,경복궁 풍기대
1123308480000,보은 법주사 신법 천문도 병풍
1121108500300,대동여지도(2008)
1121108510000,창경궁 관천대
1121108650000,민간 목활자 및 인쇄용구
1123108740000,이충원 호성공신교서
1121108770000,금강반야바라밀경(1986)
1121108820000,곤여전도 목판
1123709070000,경주 남사리 삼층석탑
1123709080000,경주 용명리 삼층석탑
1123709090000,경주 남간사지 당간지주
1123709100000,경주 보문사지 연화문 당간지주
1123709110000,경주 석굴암 삼층석탑
1123709120000,경주 마동 삼층석탑
1123709130000,경주 남산 용장사지 마애여래좌상
1123509140000,정읍 보화리 석조이불입상
1123309150000,보은 법주사 대웅보전
1123309160000,보은 법주사 원통보전
1123609430000,보성 우천리 삼층석탑
1123609440000,보성 유신리 마애여래좌상
1123609450000,순천 금둔사지 삼층석탑
1123609460000,순천 금둔사지 석조불비상
1123609470000,해남 미황사 대웅전
1123109800000,화성 봉림사 목조아미타여래좌상
1123109810000,하남 교산동 마애약사여래좌상
1123109820000,이천 장암리 마애보살반가상
1123109830000,안성 봉업사지 석조여래입상
1123309840000,영동 신항리 석조여래삼존입상
1123309850000,청주 용화사 석조불상군
1123409860000,청양 운장암 금동관음보살좌상
1123409870000,당진 신암사 금동여래좌상
1123709880000,군위 대율리 석조여래입상
1123709890000,예천 용문사 목조아미타여래삼존좌상
1123709890200,예천 용문사 목각아미타여래설법상
1123709900000,상주 남장사 철조비로자나불좌상
1123709910000,문경 대승사 금동관음보살좌상
1122209920000,대구 파계사 건칠관음보살좌상 및 복장유물
1123709930000,영덕 장륙사 건칠관음보살좌상
1123709950000,봉화 축서사 석조비로자나불좌상 및 목조광배
1123709960000,영주 비로사 석조아미타여래좌상
1123709960200,영주 비로사 석조비로자나불좌상
1123809980000,양산 미타암 석조아미타여래입상
1121110000000,서울 승가사 석조승가대사좌상
1123710020000,권주 종가 문적
1123410070000,조헌 관련 유품
1121110090000,능성 쌍봉사 감역교지
1123110100200,"묘법연화경(언해) 권1, 4"
1123610400000,구례 화엄사 화엄석경
1123610430000,순천 송광사 십육조사진영
1123610440000,순천 선암사 대각국사 의천 진영
1121110860000,벽역신방
1121110870100,신찬벽온방(1991-1)
1121110890000,동인지문오칠 권7~9
1123810900200,권근 응제시주(2005)
1123110950000,화성 봉림사 목조아미타불좌상 복장전적 일괄
1123811120000,산청 대원사 다층석탑
1123811130000,산청 덕산사 삼층석탑
1123811140000,산청 대포리 삼층석탑
1123611150000,보성 봉천리 오층석탑
1123611160000,화순 유마사 해련탑
1123611170000,순천 선암사 대각암 승탑
1123611180000,영암 성풍사지 오층석탑
1121111190000,창경궁 팔각칠층석탑
1123811200000,양산 신흥사 대광전
1123711210000,성주 금봉리 석조비로자나불좌상
1123711220000,구미 황상동 마애여래입상
1123511230000,남원 개령암지 마애불상군
1123111280000,"대방광불화엄경소 권21, 24"
1123111290000,대불정다라니
1123111300000,약사유리광여래본원공덕경
1123111310000,범망경노사나불설보살심지계품 제10의하
1123111320000,백운화상초록불조직지심체요절
1123611340000,영암 도갑사 목조문수·보현동자상
1123111350000,조온 사패왕지
1123111360000,입학도설(1992)
1123211820000,인제 백담사 목조아미타여래좌상 및 복장유물
1123611830000,해남 미황사 응진당
1123611840000,순천 선암사 북 승탑
1123611850000,순천 선암사 동 승탑
1123711860000,(전)구미 강락사지 삼층석탑
1123911870000,제주 불탑사 오층석탑
1123711880000,경주 남산 천룡사지 삼층석탑
1123111930200,상교정본 자비도량참법 권6～10
1123511970000,기묘제현수필
1123511980000,기묘제현수첩
1123512000000,고창 선운사 동불암지 마애여래좌상
1123712010000,울진 불영사 대웅보전
1121112100000,청량산 괘불탱
1122212140000,파계사 영산회상도
1123712160000,손소 초상
1123212200000,명안공주 관련 유물
1123712210000,김진 초상
1122112240200,불조삼경(2007)
1123112250000,묘법연화경 권7(언해)
1123812420000,합천 해인사 길상탑
1123512430000,완주 송광사 대웅전
1123512440000,완주 송광사 종루
1121112450000,백범일지1929년(상권)1943년(하권)
1123412460000,천안 광덕사 감역교지
1123412470000,천안 광덕사 조선사경
1123612520000,상교정본 자비도량참법 권9~10
1123812530000,해인사 동종
1123612540000,장흥 보림사 목조사천왕상
1123512550000,완주 송광사 소조사천왕상
1123112560000,칠장사 삼불회 괘불탱
1123112570000,청룡사 영산회 괘불탱
1123312590000,법주사 괘불탱
1123412600000,마곡사 석가모니불 괘불탱
1123412610000,광덕사 노사나불 괘불탱
1123412620000,용봉사 영산회 괘불탱
1123412630000,수덕사 노사나불 괘불탱
1123412640000,개심사 영산회 괘불탱
1123412650000,무량사 미륵불 괘불탱
1123512660000,금당사 괘불탱
1123512670000,안국사 영산회 괘불탱
1123512680000,내소사 영산회 괘불탱
1123512690000,개암사 영산회 괘불탱 및 초본
1123712700000,은해사 괘불탱
1123712710000,수도사 노사나불 괘불탱
1123712720000,불영사 영산회상도
1123812730000,해인사 영산회상도
1123512740000,완주 송광사 소조석가여래삼불좌상 및 복장유물
1123212750000,인제 한계사지 남 삼층석탑
1123212760000,인제 한계사지 북 삼층석탑
1123212770000,동해 삼화사 삼층석탑
1123712780000,북장사 영산회 괘불탱
1123612790000,죽림사 세존 괘불탱
1123712800000,포항 오어사 동종
1123612830000,영암 월출산 용암사지 삼층석탑
1123412840000,공주 청량사지 오층석탑
1123412850000,공주 청량사지 칠층석탑
1123612880000,여수 타루비
1121112910000,대악후보
1123212920000,동해 삼화사 철조노사나불좌상
1123412930000,공주 계룡산 중악단
1123312950000,괴산 각연사 통일대사탑비
1123312960000,제천 신륵사 삼층석탑
1123312990000,괴산 보안사 삼층석탑
1123813000000,합천 해인사 홍제암
1123813010000,합천 해인사 홍제암 사명대사탑 및 석장비
1123113020000,청룡사 감로탱
1123613070000,고흥 능가사 대웅전
1123613090000,영암 엄길리 암각 매향명
1123613100000,나주 불회사 대웅전
1123613110000,순천 선암사 대웅전
1123613120000,강진 무위사 아미타여래삼존좌상
1123613140000,무위사 극락전 백의관음도
1123613150000,무위사 극락전 내벽사면벽화
1123813160000,율곡사 괘불탱
1123813170000,운흥사 괘불탱 및 궤
1123613220000,곡성 가곡리 오층석탑
1123113230000,파주 공효공 박중손묘 장명등
1123113240000,시흥 소래산 마애보살입상
1123713300000,예천 용문사 팔상탱
1123613310000,흥국사 노사나불 괘불탱
1123613320000,흥국사 수월관음도
1123613330000,흥국사 십육나한도
1122213350000,대장일람집
1123213360000,고성 건봉사 능파교
1123213370000,고성 육송정 홍교
1123313380000,옥천 용암사 동·서 삼층석탑
1123413390000,오덕사 괘불탱
1123613400000,천은사 괘불탱
1123613410000,도림사 괘불탱
1123613420000,미황사 괘불탱
1123613430000,다보사 괘불탱
1123613440000,금탑사 괘불탱
1123613450000,만연사 괘불탱
1123613460000,장성 백양사 소요대사탑
1123613470000,해남 대흥사 서산대사탑
1123613480000,화엄사 서 오층석탑 사리장엄구
1123613490000,곡성 태안사 동종
1123613570000,해남 대흥사 서산대사 유물
1121113580200,동여도(2008)
1123313600000,보은 법주사 소조비로자나삼불좌상
1123313610000,보은 법주사 목조관음보살좌상
1123213620000,양양 낙산사 건칠관음보살좌상
1123613630000,화엄사 대웅전 삼신불탱
1123813640000,쌍계사 대웅전 삼세불탱
1123813650000,쌍계사 팔상전 팔상탱
1123613670000,송광사 응진당 석가모니 후불탱·십육나한탱
1123613680000,송광사 영산전 후불탱·팔상탱
1123313700000,괴산 각연사 통일대사탑
1123313710000,영동 반야사 삼층석탑
1123613720000,함평 고막천 석교
1123713740000,용흥사 삼불회 괘불탱
1123613770000,영광 불갑사 목조석가여래삼불좌상
1123813780000,하동 쌍계사 목조석가여래삼불좌상 및 사보살입상
1123713790000,축서사 괘불탱
1123413810000,예산 수덕사 목조석가여래삼불좌상 및 복장유물
1121113830000,청자 철화초충조문 매병
1123613950000,영암 도갑사 도선국사·수미선사비
1123613960000,강진 백련사 사적비
1123314010000,충주 봉황리 마애불상군
1123714020000,영주 소수서원 문성공묘
1123714030000,영주 소수서원 강학당
1123314130000,보은 법주사 철솥
1123314160000,보은 법주사 복천암 수암화상탑
1123314170000,보은 법주사 석조희견보살입상
1123314180000,보은 법주사 복천암 학조화상탑
1123714270000,경주 원성왕릉 석상 및 석주일괄
1123714290000,경주 원원사지 동·서 삼층석탑
1123614330000,영암 도갑사 오층석탑
1123514340000,완주 안심사 금강계단
1123814360000,거창 농산리 석조여래입상
1121114390000,백자 달항아리(2005-3)
1123714450000,예천 용문사 영산회 괘불탱
1123814460000,남해 용문사 괘불탱
1121114600000,흥천사명 동종
1122114610000,부산 범어사 조계문
1121114620000,서울 인조별서 유기비
1122214630000,"용비어천가 권8, 9, 10"
1121114630300,용비어천가 권1~2
1121114630400,"용비어천가 권1~2, 7~8"
1122214640000,사마방목
1122214650000,도은선생집
1122214660000,진일유고
1123614670000,순천 송광사 소조사천왕상
1123814710000,양산 통도사 삼층석탑
1121114780000,조씨삼형제 초상
1123414950000,윤증 초상 일괄
1121115040000,유언호 초상
1122215050000,대구 동화사 사명당 유정 진영
1122415070000,광주 자운사 목조아미타여래좌상 및 복장유물
1123115110000,국조정토록
1123115120000,이십공신회맹축 - 영국공신녹훈후
1123115140000,대방광원각수다라요의경 권상1의1
1123115150000,"대불정여래밀인수증요의제보살만행수능엄경 권2, 10"
1123515160000,김제 귀신사 소조비로자나삼불좌상
1123715230000,경주 불국사 석조
1121115240000,서울 이윤탁 한글영비
1122115250000,금장요집경 권1~2
1122115260000,부산 범어사 목조석가여래삼존좌상
1123315270000,충주 백운암 철조여래좌상
1121115280000,초조본 사두간진일태자이십팔수경
1121115290000,초조본 잡아비담심론 권9
1121115300000,초조본 수용삼수요행법
1123115320000,여주 효종 영릉재실
1123115350000,숙빈최씨 소령원도
1123115360000,월중도
1121115370000,서북피아양계만리일람지도(2007)
1121115370200,서북피아양계만리일람지도(2008)
1121115390000,봉래유묵
1121115420000,요계관방지도
1123615440000,나주 심향사 건칠아미타여래좌상
1123615450000,나주 불회사 건칠비로자나불좌상
1123615460000,구례 천은사 금동불감
1123615470000,해남 대흥사 금동관음보살좌상
1123615490000,순천 송광사 목조석가여래삼존상 및 소조16나한상 일괄
1123615520000,해남 대흥사 영산회 괘불탱
1123615550000,담양 용흥사 동종
1123615560000,여수 흥국사 동종
1123615570000,고흥 능가사 동종
1123615580000,순천 선암사 동종(2008-1)
1121115600000,도성도
1123715620000,영주 부석사 오불회 괘불탱
1122215630000,대구 동화사 대웅전
1123415650000,부여 무량사 소조아미타여래삼존좌상
1123615660000,여수 흥국사 목조지장보살삼존상·시왕상 일괄 및 복장유물
1123715680000,상주 양진당
1123415690000,논산 돈암서원 응도당
1123715700000,청송 대전사 보광전
1123715710000,안동 보광사 목조관음보살좌상 및 복장유물
1123415720000,서산 문수사 금동여래좌상 복장유물
1123115730000,청자 양각연판문 접시
1123715740000,문경 봉암사 극락전
1123715750000,성주향교 대성전 및 명륜당
1123715760000,김천 직지사 대웅전
1123515780000,전주 경기전 정전
1121115800000,서울 수국사 목조아미타여래좌상 및 복장유물
1121115830000,함경도전도
1121115840000,해서지도
1121115850000,영남지도
1121115860000,전주지도
1121115870000,조선지도
1121115880000,호남지도
1121115890000,호서지도
1121115900000,화동고지도
1121115910000,해동지도
1121115920000,여지도
1121115930000,해동여지도
1121115940100,청구도(2008-1)
1123715940200,청구도(2008-2)
1121115940300,청구도(2008-3)
1121115950100,목장지도(2008-1)
1122115950200,목장지도(2008-2)
1123115970000,아국여지도
1123716040000,영천 은해사 청동북 및 북걸이
1123716050000,칠곡 송림사 목조석가여래삼존좌상
1123716060000,칠곡 송림사 석조아미타여래삼존좌상
1123716080000,성주 선석사 영산회 괘불탱
1123716090000,포항 보경사 괘불탱
1122216100000,대구 동화사 아미타회상도
1123716110000,경주 기림사 비로자나삼불회도
1123716120000,영천 봉림사 영산회상도 및 복장유물
1123716130000,청도 운문사 비로자나삼신불회도
1123716140000,안동 봉정사 영산회상벽화
1123416190000,서산 개심사 목조아미타여래좌상
1123716200000,안동 봉정사 목조관음보살좌상
1123216250100,황기로 초서 - 이군옥시
1123116270000,인목왕후 어필 칠언시
1123116310100,영조어필 - 숙빈최씨사우제문원고
1123116310200,영조어필 - 숙빈최씨소령묘갈문원고
1123116320300,정조어필 - 시국제입장제생
1123716360000,영주 부석사 석조석가여래좌상
1123716480000,예천 명봉사 경청선원자적선사능운탑비
1122516520000,통영 측우대
1123716560000,성주 법수사지 삼층석탑
1123116730000,이하진 필적 천금물전
1123116740000,박세당 필적 서계유묵
1123116810000,이한진 전예 경산전팔쌍절첩
1123816820000,유한지 예서 기원첩
1123117090000,수원 방화수류정
1123117100000,수원 서북공심돈
1123217230000,양양 낙산사 해수관음공중사리탑·비 및 사리장엄구 일괄
1123117240000,박사익 초상
1123717250000,김종직 종가 고문서
1123717270000,경주향교 대성전
1121117380000,서울 살곶이 다리
1123817390000,창녕 영산 석빙고
1121117400000,서울 관상감 관천대
1123117410000,구리 동구릉 건원릉 정자각
1123117420000,구리 동구릉 숭릉 정자각
1123117430000,구리 동구릉 목릉 정자각
1123717440000,경주 불국사 대웅전
1123717450000,경주 불국사 가구식 석축
1123417460000,논산 노강서원 강당
1121117590000,경복궁 사정전
1121117600000,경복궁 수정전
1121117610000,경복궁 향원정
1121117620000,창덕궁 금천교
1121117630000,창덕궁 부용정
1121117640000,창덕궁 낙선재
1121117690000,창덕궁 주합루
1121117700000,창덕궁 연경당
1122117710000,기장 장안사 대웅전
1123118030000,구리 태조 건원릉 신도비
1121118040000,서울 태종 헌릉 신도비
1121118050000,서울 세종 영릉 신도비
1123618070000,해남 대흥사 천불전
1123118080000,남양주 수종사 팔각오층석탑
1121118200000,서울 옥천암 마애보살좌상
1123718250000,의성 만취당
1123818260000,양산 통도사 영산전
1123818270000,양산 통도사 대광명전
1121118280000,서울 보타사 마애보살좌상
1123718310000,의성 대곡사 대웅전
1123218320000,인제 봉정암 오층석탑
1123718400000,청송 보광사 극락전
1123818490000,남해 용문사 대웅전
1122218500000,대구 파계사 원통전
1123718670000,경주 남산 창림사지 삼층석탑
1123718680000,포항 보경사 적광전
1121118810000,서울 창의문
1122118960000,부산 운수사 대웅전
1125019020000,제주향교 대성전
1123719170000,예천 야옹정
1123719280000,경주 미탄사지 삼층석탑
1123719350000,경주 남산 용장계 지곡 제3사지 삼층석탑
1123319410000,청주 비중리 석조여래삼존상 및 석조여래입상
1123119420000,화성 용주사 대웅보전
1123719450000,구미 대둔사 대웅전
1123419760000,서산 명종대왕 태실 및 비
1123219810000,속초 신흥사 극락보전
1123219950000,평창 오대산 중대 적멸보궁
1123120130000,남양주 수종사 사리탑
1123420210000,보령 성주사지 동 삼층석탑
1123620240000,구례 천은사 극락보전
1123120350000,수원 화령전 운한각·복도각·이안청
1123120360000,안성 칠장사 대웅전
1123620370000,나주 금성관
1123220460000,강릉 경포대
1123720470000,김천 방초정
1123720480000,봉화 한수정
1123720490000,청송 찬경루
1123720500000,안동 청원루
1123720510000,안동 체화정
1123720520000,경주 귀래정
1122220530000,달성 하목정
1123620540000,영암 영보정
1123520550000,진안 수선루
1123520650000,고창 선운사 만세루
1123720680000,안동 봉황사 대웅전
1123720690000,영양 현리 오층모전석탑
1123720780000,의성 고운사 연수전
1123220880000,강릉향교 명륜당
1123220890000,강릉향교 동무‧서무‧전랑
1123120900000,수원향교 대성전
1123120910000,안성향교 대성전
1123120920000,안성향교 풍화루
1123820930000,산청 단성향교 명륜당
1123820940000,밀양향교 대성전
1123820950000,밀양향교 명륜당
1123720960000,상주향교 대성전‧동무‧서무
1123720970000,경주향교 명륜당
1123720980000,경주향교 동무‧서무‧신삼문
1123620990000,담양 창평향교 대성전
1123621000000,담양 창평향교 명륜당
1123621010000,순천향교 대성전
1123721020000,구미 금오서원 정학당
1123721030000,구미 금오서원 상현묘
1123721040000,안동 병산서원 만대루
1123721050000,안동 도산서원 도산서당
1123721060000,안동 도산서원 농운정사
1123321070000,옥천 이지당
1123721080000,문경 봉암사 마애미륵여래좌상
1124521190000,세종 비암사 극락보전
1123421200000,공주 갑사 대웅전
1123721210000,의성 대곡사 범종루
1123621220000,순천 팔마비
1123521290000,무주 한풍루
1123121300000,양주 회암사지 사리탑
1123721310000,칠곡 송림사 대웅전
1122221320000,대구 동화사 극락전
1122221330000,대구 동화사 수마제전
1333700010000,경주 포석정지
1333800020000,김해 봉황동 유적
1333100030000,수원 화성
1333400040000,부여 가림성
1333400050000,부여 부소산성
1333700060000,경주 황룡사지
1333700070000,경주 망덕사지
1333700080000,경주 사천왕사지
1331100100000,서울 한양도성
1331100110000,서울 풍납동 토성
1333400120000,공주 공산성
1333400130000,공주 무령왕릉과 왕릉원
1333400140000,부여 왕릉원
1333700150000,경주 흥륜사지
1333700160000,경주 월성
1333700180000,경주 동궁과 월지
1333700190000,경주 계림
1333700200000,경주 무열왕릉
1333700210000,경주 김유신묘
1333700220000,경주 남산신성
1333700230000,경주 경덕왕릉
1333700240000,경주 진덕여왕릉
1333700250000,경주 부산성
1333700260000,경주 원성왕릉
1333700270000,경주 구정동 방형분
1333700280000,경주 성덕왕릉
1333700290000,경주 헌덕왕릉
1333700300000,경주 흥덕왕릉
1333700310000,경주 감은사지
1331100320000,서울 독립문
1331100330000,서울 영은문 주초
1333400340000,부여 청마산성
1333200370000,평창 오대산사고
1333400440000,부여 군수리 사지
1333700450000,경주 장항리 사지
1333700460000,경주 원원사지
1333700470000,경주 명활성
1333700480000,관문성
1333700550000,영주 소수서원
1333100560000,고양 행주산성
1333100570000,남한산성
1333400580000,부여 나성
1333400590000,부여 청산성
1333400600000,서천 건지산성
1333700610000,고령 주산성
1332200620000,대구 달성
1333800640000,창녕 화왕산성
1333800650000,창녕 목마산성
1333800660000,김해 분산성
1333800670000,함안 성산산성
1333600680000,강진 고려청자 요지
1333500690000,부안 유천리 요지
1333500700000,부안 진서리 요지
1333800730000,김해 수로왕릉
1333800740000,김해 수로왕비릉
1333800750000,김해 구산동 고분군
1333700790000,고령 지산동 고분군
1333700820000,경주 천군동 사지
1331100830000,서울 선잠단지
1333700860000,성주 성산동 고분군
1333500870000,익산 쌍릉
1333700880000,경주 성동동 전랑지
1333400890000,부여 석성산성
1333400900000,예산 임존성
1333500920000,익산 토성
1333800930000,양산 북정리 고분군
1333800940000,양산 신기리 고분군
1333800950000,양산 중부동 고분군
1333700960000,경주읍성
1333800970000,양산 신기리 산성
1333800980000,양산 북부동 산성
1333400990000,부여 쌍북리 요지
1333801000000,양산 법기리 요지
1331101010000,서울 삼전도비
1333501030000,부안 구암리 지석묘군
1333501040000,남원 황산대첩비지
1333401050000,금산 칠백의총
1333601060000,구례 석주관 칠의사묘
1333601070000,강진 정약용 유적
1333801080000,산청 목면시배 유지
1333401090000,아산 맹씨 행단
1333501110000,김제 벽골제
1333401120000,아산 이충무공묘
1333801130000,통영 한산도 이충무공 유적
1333601140000,완도 묘당도 이충무공 유적
1333101150000,수원 화령전
1333401160000,서산 해미읍성
1331101170000,경복궁
1333801180000,진주성
1333801190000,고성 송학동 고분군
1333801200000,고성 내산리 고분군
1331101210000,사직단
1331101220000,창덕궁
1331101230000,창경궁
1331101240000,덕수궁
1331101250000,종묘
1333601260000,진도 용장성
1333601270000,진도 남도진성
1333101280000,양주 회암사지
1332601290000,울주 천황산 요지
1332301300000,강화 삼랑성
1333801310000,합천 영암사지
1332301320000,강화산성
1332301330000,강화 고려궁지
1333401350000,부여 궁남지
1332301370000,강화 부근리 지석묘
1333701380000,경주 서출지
1333101390000,김포 문수산성
1333101400000,오산 독산성과 세마대지
1332401410000,광주 충효동 요지
1333701420000,경주 서악동 고분군
1331101430000,서울 문묘와 성균관
1333101440000,고양 벽제관지
1333501450000,고창읍성
1333501460000,무주 적상산성
1333701470000,문경 조령 관문
1333101480000,파주 덕은리 주거지와 지석묘군
1331101490000,서울 육상궁
1333501500000,익산 미륵사지
1333801510000,하동 고소성
1332601530000,울주 언양읍성
1333701540000,경주 옥산서원
1333401550000,아산 이충무공 유허
1333401560000,부여 증산성
1331101570000,환구단
1333701580000,경주 문무대왕릉
1333701590000,경주 이견대
1333701610000,경주 동부 사적지대
1333101620000,북한산성
1333801640000,진주 평거동 고분군
1333701650000,고령 고아리 벽화 고분
1333501660000,정읍 무성서원
1333601670000,해남윤씨 녹우당 일원
1333701700000,안동 도산서원
1331101710000,서울 고종 어극 40년 칭경기념비
1333701720000,경주 오릉
1333701730000,경주 일성왕릉
1333701740000,경주 탈해왕릉
1333701750000,경주 미추왕릉
1333701760000,경주 법흥왕릉
1333701770000,경주 진흥왕릉
1333701790000,경주 헌안왕릉
1333701800000,경주 진평왕릉
1333701810000,경주 신문왕릉
1333701820000,경주 선덕여왕릉
1333701830000,경주 효공왕릉
1333701840000,경주 효소왕릉
1333701850000,경주 신무왕릉
1333701860000,경주 정강왕릉
1333701870000,경주 헌강왕릉
1333701880000,경주 내물왕릉
1333301890000,충주 임충민공 충렬사
1333701900000,경주 전 민애왕릉
1333101910000,고양 공양왕릉
1332101920000,부산 동래 패총
1333101930000,구리 동구릉
1331101940000,서울 헌릉과 인릉
1333101950000,여주 영릉과 영릉
1333201960000,영월 장릉
1333101970000,남양주 광릉
1333101980000,고양 서오릉
1331101990000,서울 선릉과 정릉
1333102000000,고양 서삼릉
1331102010000,서울 태릉과 강릉
1333102020000,김포 장릉
1333102030000,파주 장릉
1331102040000,서울 의릉
1333102050000,파주 삼릉
1333102060000,화성 융릉과 건릉
1331102080000,서울 정릉
1333102090000,남양주 사릉
1333102100000,양주 온릉
1332302110000,인천 경서동 녹청자 요지
1333302120000,청주 상당산성
1331102130000,서울 우정총국
1333802140000,산청 전 구형왕릉
1332102150000,금정산성
1333702160000,칠곡 가산산성
1333102170000,화성 당성
1333702180000,경산 병영유적
1333702190000,경주 배동 삼릉
1333702200000,경주 희강왕릉
1333702210000,경주 지마왕릉
1333702220000,경주 경애왕릉
1333102230000,연천 숭의전지
1332302240000,강화 홍릉
1332302250000,강화 초지진
1332302260000,강화 덕진진
1332302270000,강화 광성보
1331102280000,북한산 진흥왕 순수비지
1333402290000,예산 윤봉길 의사 유적
1333402310000,홍성 홍주읍성
1333802320000,남해 관음포 이충무공 유적
1333802330000,남해 충렬사
1331102340000,아차산성
1333302350000,보은 삼년산성
1333802360000,통영 충렬사
1331102370000,서울 경모궁지
1333702380000,영주 순흥 어숙묘
1333802390000,거창 둔마리 벽화 고분
1333802400000,창원 성산 패총
1333702410000,경주 화산리 회유토기 요지
1333602420000,장성 필암서원
1331102430000,서울 석촌동 고분군
1333102440000,연천 경순왕릉
1331102480000,서울 대한의원
1333402490000,부여 송국리 유적
1333102510000,여주 파사성
1331102530000,서울 구 러시아공사관
1331102540000,서울 구 벨기에영사관
1331102560000,서울 정동교회
1331102570000,서울 운현궁
1331102580000,서울 명동성당
1332302590000,강화 선원사지
1333702600000,안동 병산서원
1333802610000,김해 예안리 고분군
1332202620000,대구 불로동 고분군
1333702630000,경주 동방동 와요지
1333302640000,단양 온달산성
1333302650000,단양 적성
1331102670000,서울 암사동 유적
1333102680000,연천 전곡리 유적
1333102690000,하남 미사리 유적
1331102700000,서울 방이동 고분군
1331102710000,경희궁지
1333502720000,남원 만인의총
1332102730000,부산 복천동 고분군
1333602740000,신안 해저유물 매장해역
1331102750000,서울 연세대학교 스팀슨관
1331102760000,서울 연세대학교 언더우드관
1331102770000,서울 연세대학교 아펜젤러관
1331102780000,구 서울대학교 본관
1331102790000,구 공업전습소 본관
1331102800000,서울 한국은행 본관
1331102810000,서울 중앙고등학교 본관
1331102820000,서울 중앙고등학교 서관
1331102830000,서울 중앙고등학교 동관
1331102840000,구 서울역사
1332302870000,인천 답동성당
1333502880000,전주 전동성당
1333602890000,구 목포 일본영사관
1332202900000,대구 계산동성당
1333802910000,창원 진해우체국
1333102920000,김포 덕포진
1333502930000,정읍 전봉준 유적
1333502940000,전주 남고산성
1333502950000,정읍 황토현 전적
1331102970000,서울 몽촌토성
1333502980000,남원읍성
1333403010000,부여 정림사지
1333603020000,순천 낙안읍성
1333803050000,산청 조식 유적
1332303060000,강화 갑곶돈
1333403070000,보령 성주사지
1333603080000,완도 청해진 유적
1333503090000,남원 실상사
1333603100000,해남 진산리 청자 요지
1333703110000,경주 남산 일원
1333603120000,화순 운주사지
1333703130000,영주 순흥 벽화 고분
1333103140000,광주 조선백자 요지
1333303150000,청주 흥덕사지
1333403160000,서산 보원사지
1333303170000,충주 미륵대원지
1333503180000,익산 나바위성당
1333303190000,청주 신봉동 고분군
1332603200000,울산 경상좌도병영성
1333403210000,보령 죽도 해저유물 매장해역
1333803220000,함양 황석산성
1333103230000,파주 윤관장군묘
1331103240000,서울 구 서대문형무소
1333803260000,합천 옥전 고분군
1333803270000,창원 다호리 고분군
1333703280000,경주 용강동 고분
1333103290000,용인 서리 고려백자 요지
1332603320000,울주 검단리 유적
1333403330000,공주 학봉리 요지
1333403340000,공주 석장리 유적
1333803350000,통영 연대도 패총
1333703360000,구미 낙산리 고분군
1333603370000,나주읍성
1333603380000,영암 구림리 요지
1333503390000,전주 경기전
1331103430000,서울 호암산성
1333503450000,고창 용계리 청자 요지
1333503460000,고창 무장현 관아와 읍성
1333503470000,익산 입점리 고분
1333503490000,남원 만복사지
1333103510000,파주 오두산성
1333103520000,하남 동사지
1333603530000,담양 금성산성
1332503550000,대전 계족산성
1332303690000,강화 석릉
1332303700000,강화 가릉
1332303710000,강화 곤릉
1331103720000,서울 양천고성지
1332403750000,광주 신창동 유적
1333203760000,속초 조양동 유적
1333603770000,장성 대도리 백자 요지
1333503790000,전주향교
1333903800000,제주목 관아
1333603810000,여수 충민사
1333103820000,여주 고달사지
1333403830000,논산 돈암서원
1333603850000,구례 석주관성
1333703860000,포항 장기읍성
1333203880000,강릉대도호부 관아
1333103890000,파주 가월리와 주월리 유적
1333703900000,경주 보문동 사지
1333503910000,고창 죽림리 지석묘군
1333603920000,여수 선소유적
1333403930000,논산 노성산성
1333603970000,강진 전라병영성
1333303980000,단양 수양개 유적
1331103990000,서울 양화나루와 잠두봉 유적
1333304000000,충주 장미산성
1333304010000,괴산 미륵산성
1333804020000,통영 삼도수군통제영
1333104030000,포천 반월성
1333604040000,나주 복암리 고분군
1333504050000,익산 제석사지
1333604070000,광양 옥룡사지
1333504080000,익산 왕궁리 유적
1333604100000,화순 효산리와 대신리 지석묘군
1332204110000,대구 진천동 입석
1333904120000,제주 고산리 유적
1333904160000,제주 삼양동 유적
1333304170000,괴산 송시열 유적
1333604180000,순천 검단산성
1333704190000,경주 용강동 원지 유적
1333404200000,부여 능안골 고분군
1333204210000,삼척 두타산 이승휴 유적
1333104220000,하남 이성산성
1333104230000,이천 설봉산성
1332304240000,대한성공회 강화성당
1333404250000,부여 화지산 유적
1333204260000,고성 문암리 유적
1333404270000,부여 왕흥사지
1333404280000,부여 관북리 유적
1333804290000,김해 구지봉
1333704300000,경주 손곡동과 물천리 유적
1333404310000,홍성 홍주의사총
1333604320000,해남 윤선도 유적
1333404330000,공주 장선리 유적
1333404340000,부여 능산리 사지
1333404350000,부여 금강사지
1333104370000,파주 칠중성
1331104380000,안국동 윤보선가
1333204390000,원주 강원감영
1331104400000,서울 초안산 분묘군
1333104410000,시흥 오이도 유적
1332204420000,구 대구의학전문학교 본관
1332204430000,구 도립대구병원
