ccbaCpno_item,ccbaPcd1_item
1123402190000,30
1123402240000,30
1123102260000,30
1123102280000,30
1123102290000,30
1123102300000,30
1123102310000,30
1123402320000,30
1123702510000,30
1123702520000,30
1123402570000,30
1123602740000,30
1123602750000,30
1123502760000,30
1123502770000,30
1123502800000,30
1123802940000,30
1123702960000,30
1123602980000,30
1123603010000,30
1123503090000,30
1123803120000,30
1123603130000,30
1123703160000,30
1123703170000,30
1121103510000,30
1123403540000,30
1123403550000,30
1123803720000,30
1123803730000,30
1123803750000,30
1123803760000,30
1123803780000,30
1123803790000,30
1122303930000,30
1123304040000,30
1123304060000,30
1123404070000,30
1123404090000,30
1123504220000,30
1123504230000,30
1123704250000,30
1123704280000,30
1123704300000,30
1123104350000,30
1123604610000,30
1123604620000,30
1121104630000,30
1123204640000,30
1123804660000,30
1123804680000,30
1123704700000,30
1123804710000,30
1123804720000,30
1123804730000,30
1123104880000,30
1123704900000,30
1123804950000,30
1123204960000,30
1123605040000,30
1123605050000,30
1123605060000,30
1123605070000,30
1123405080000,30
1123305110000,30
1123305120000,30
1123705130000,30
1123605290000,30
1123805300000,30
1123305320000,30
1123305340000,30
1123305350000,30
1123405360000,30
1123405370000,30
1123405380000,30
1123205400000,30
1123305460000,30
1123105670000,30
1123605720000,30
1122206010000,30
1123106110000,30
1123206120000,30
1123806140000,30
1122306150000,30
1121106570000,30
1123706760000,30
1123706790000,30
1123706820000,30
1123706830000,30
1121107060000,30
1121107100000,30
1121107100200,30
1121107100300,30
1121107100500,30
1121107190000,30
1121107200000,30
1123807340000,30
1123707350000,30
1123807380000,30
1123107490000,30
1123807570000,30
1121107580000,30
1123607950000,30
1123607960000,30
1123607970000,30
1123607980000,30
1123407990000,30
1123108220000,30
1123508280000,30
1123608290000,30
1123608310000,30
1121108770000,30
1123609440000,30
1123109800000,30
1123109810000,30
1123109820000,30
1123109830000,30
1123309850000,30
1123409860000,30
1123409870000,30
1121110000000,30
1121110890000,30
1123110950000,30
1123611150000,30
1123611160000,30
1123611170000,30
1123611180000,30
1123511230000,30
1123111280000,30
1123111290000,30
1123111300000,30
1123111310000,30
1123111320000,30
1123611840000,30
1123611850000,30
1123911870000,30
1123512000000,30
1123712800000,30
1123612830000,30
1123412840000,30
1123412850000,30
1123312950000,30
1123312960000,30
1123312990000,30
1123613090000,30
1123613220000,30
1123113240000,30
1122213350000,30
1123313380000,30
1123313700000,30
1123313710000,30
1121113830000,30
1123613960000,30
1123614330000,30
1122415070000,30
1122115250000,30
1121115280000,30
1121115290000,30
1121115300000,30
1123615440000,30
1123615450000,30
1123615460000,30
1123715710000,30
1123415720000,30
1123115730000,30
1121115800000,30
1123416190000,30
1123716200000,30
1123716480000,30
1121118200000,30
1121118280000,30
1123218320000,30
1333600680000,30
1333500690000,30
1333500700000,30
1333700960000,30
1333801080000,30
1333601260000,30
1333101280000,30
1332301320000,30
1332301330000,30
1332401410000,30
1333501460000,30
1333801640000,30
1332302110000,30
1332302240000,30
1333802390000,30
1332302590000,30
1333602740000,30
1333603100000,30
1333603120000,30
1333303150000,30
1333303170000,30
1333403210000,30
1333803220000,30
1333103230000,30
1333103290000,30
1333603370000,30
1333503450000,30
1332303690000,30
1332303700000,30
1332303710000,30
1333503790000,30
1333603850000,30
1333203880000,30
1333304010000,30
1333204210000,30
1333304450000,30
1332304520000,30
1333104640000,30
1333505510000,30
1333205530000,30
1111100010000,40
1111100020000,40
1113600130000,40
1113600500000,40
1113800520000,40
1113300550000,40
1113600560000,40
1113500620000,40
1113600670000,40
1113400760000,40
1113701320000,40
1111101480100,40
1111101480200,40
1111101500000,40
1111101510100,40
1112101510200,40
1111101520000,40
1111101530000,40
1113301970000,40
1111102120000,40
1113202210000,40
1111102230000,40
1111102240000,40
1111102250000,40
1111102260000,40
1111102270000,40
1113102480000,40
1113702830000,40
1113802900000,40
1113102960000,40
1113302970000,40
1113402980000,40
1113402990000,40
1113403000000,40
1113603010000,40
1111103030000,40
1113603040000,40
1113803050000,40
1111103060200,40
1113703110000,40
1113603130000,40
1113603140000,40
1113503160000,40
1111103190100,40
1113103190200,40
1111103190300,40
1113703280000,40
1121100010000,40
1121100030000,40
1123700110100,40
1123200110300,40
1123100110400,40
1121100110500,40
1123100110700,40
1123300160000,40
1123700660000,40
1123600900000,40
1121101410000,40
1121101420000,40
1123401430000,40
1123801460000,40
1123801470000,40
1123601540000,40
1122301610000,40
1123201640000,40
1123201650000,40
1121101770000,40
1122301780000,40
1122301790000,40
1123101800000,40
1123401810000,40
1123701820000,40
1123201830000,40
1123602050000,40
1122502090000,40
1123702100000,40
1123702110000,40
1123802120000,40
1123202130000,40
1123202140000,40
1123102250000,40
1123702420000,40
1123602630000,40
1123502720000,40
1123502790000,40
1123502810000,40
1123502890000,40
1123502900000,40
1123502910000,40
1123502920000,40
1123602990000,40
1123603020000,40
1123603030000,40
1123603040000,40
1123703050000,40
1123703060000,40
1123503080000,40
1123803100000,40
1123903220000,40
1123703230000,40
1123403260000,40
1122203500000,40
1123403560000,40
1123803740000,40
1121103830000,40
1121103840000,40
1121103850000,40
1121103860000,40
1123103880000,40
1123103890000,40
1123603940000,40
1123603960000,40
1123103970000,40
1123403990000,40
1123604000000,40
1123104020000,40
1123104030000,40
1123404080000,40
1123704110000,40
1123704120000,40
1123704130000,40
1123704140000,40
1123704150000,40
1121104170000,40
1121104190200,40
1121104190400,40
1123504200000,40
1122104340000,40
1123704420000,40
1123704480000,40
1123704490000,40
1123704500000,40
1123704570000,40
1123804740000,40
1123704750000,40
1123404780000,40
1123704850000,40
1123704860000,40
1123204990000,40
1123805000000,40
1123605030000,40
1123705140000,40
1123705210000,40
1121105230100,40
1121105230200,40
1123705240200,40
1123705260200,40
1123305280000,40
1123105310000,40
1122205390000,40
1123905470200,40
1123705480200,40
1123705490000,40
1123705530000,40
1122205540000,40
1123705620000,40
1123605630000,40
1123605710000,40
1123705750000,40
1123605780000,40
1123405820000,40
1123505830000,40
1123605840000,40
1123705860100,40
1123206020000,40
1123506080000,40
1123706160000,40
1123306560000,40
1123306580000,40
1123506620000,40
1123306640000,40
1123806710000,40
1122206730000,40
1123707170000,40
1123707290000,40
1123707300000,40
1121107360000,40
1123607370000,40
1121107450100,40
1121107450200,40
1121107450400,40
1123207450500,40
1121107450700,40
1121107450800,40
1123607450900,40
1123507451000,40
1121107480000,40
1121107610000,40
1121107620000,40
1121107630000,40
1121107650000,40
1121107690000,40
1121107700000,40
1121107710000,40
1121107720000,40
1121107720200,40
1123607720300,40
1121107740000,40
1123707900000,40
1123408000000,40
1123408010000,40
1123408020000,40
1123508030000,40
1123608040000,40
1122208050000,40
1121108090000,40
1121108100000,40
1121108110000,40
1121108120000,40
1121108130000,40
1121108140000,40
1121108150000,40
1121108160000,40
1121108170000,40
1121108180000,40
1121108190000,40
1121108200000,40
1121108210000,40
1123108230000,40
1123108240000,40
1123508250000,40
1123508260000,40
1123508270000,40
1123608300000,40
1123708320000,40
1123708330000,40
1123708340000,40
1123708350000,40
1123708360000,40
1121108380000,40
1121108460000,40
1121108470000,40
1123308480000,40
1121108500300,40
1121108510000,40
1121108650000,40
1123108740000,40
1121108820000,40
1123309150000,40
1123309160000,40
1123609470000,40
1123709890000,40
1123709890200,40
1123709900000,40
1123709910000,40
1122209920000,40
1123709930000,40
1123710020000,40
1123410070000,40
1121110090000,40
1123110100200,40
1123610430000,40
1123610440000,40
1121110860000,40
1121110870100,40
1123810900200,40
1123811120000,40
1121111190000,40
1123811200000,40
1123611340000,40
1123111350000,40
1123111360000,40
1123211820000,40
1123611830000,40
1123111930200,40
1123511970000,40
1123511980000,40
1123712010000,40
1121112100000,40
1122212140000,40
1123712160000,40
1123212200000,40
1123712210000,40
1122112240200,40
1123112250000,40
1123512430000,40
1123512440000,40
1123412460000,40
1123412470000,40
1123612520000,40
1123812530000,40
1123612540000,40
1123512550000,40
1123112560000,40
1123112570000,40
1123312590000,40
1123412600000,40
1123412610000,40
1123412620000,40
1123412630000,40
1123412640000,40
1123412650000,40
1123512660000,40
1123512670000,40
1123512680000,40
1123512690000,40
1123712700000,40
1123712710000,40
1123712720000,40
1123812730000,40
1123512740000,40
1123712780000,40
1123612790000,40
1123612880000,40
1121112910000,40
1123412930000,40
1123813000000,40
1123813010000,40
1123113020000,40
1123613070000,40
1123613100000,40
1123613110000,40
1123613120000,40
1123613140000,40
1123613150000,40
1123813160000,40
1123813170000,40
1123113230000,40
1123713300000,40
1123613310000,40
1123613320000,40
1123613330000,40
1123213360000,40
1123213370000,40
1123413390000,40
1123613400000,40
1123613410000,40
1123613420000,40
1123613430000,40
1123613440000,40
1123613450000,40
1123613460000,40
1123613470000,40
1123613490000,40
1123613570000,40
1121113580200,40
1123313600000,40
1123313610000,40
1123213620000,40
1123613630000,40
1123813640000,40
1123813650000,40
1123613670000,40
1123613680000,40
1123613720000,40
1123713740000,40
1123613770000,40
1123813780000,40
1123713790000,40
1123413810000,40
1123613950000,40
1123714020000,40
1123714030000,40
1123314160000,40
1123314180000,40
1123514340000,40
1121114390000,40
1123714450000,40
1123814460000,40
1121114600000,40
1122114610000,40
1121114620000,40
1122214630000,40
1121114630300,40
1121114630400,40
1122214640000,40
1122214650000,40
1122214660000,40
1123614670000,40
1121114780000,40
1123414950000,40
1121115040000,40
1122215050000,40
1123115110000,40
1123115120000,40
1123115140000,40
1123115150000,40
1123515160000,40
1121115240000,40
1122115260000,40
1123115320000,40
1123115350000,40
1123115360000,40
1121115370000,40
1121115370200,40
1121115390000,40
1121115420000,40
1123615470000,40
1123615490000,40
1123615520000,40
1123615550000,40
1123615560000,40
1123615570000,40
1123615580000,40
1121115600000,40
1123715620000,40
1122215630000,40
1123415650000,40
1123615660000,40
1123715680000,40
1123415690000,40
1123715700000,40
1123715740000,40
1123715750000,40
1123715760000,40
1123515780000,40
1121115830000,40
1121115840000,40
1121115850000,40
1121115860000,40
1121115870000,40
1121115880000,40
1121115890000,40
1121115900000,40
1121115910000,40
1121115920000,40
1121115930000,40
1121115940100,40
1123715940200,40
1121115940300,40
1121115950100,40
1122115950200,40
1123115970000,40
1123716040000,40
1123716050000,40
1123716060000,40
1123716080000,40
1123716090000,40
1122216100000,40
1123716110000,40
1123716120000,40
1123716130000,40
1123716140000,40
1123216250100,40
1123116270000,40
1123116310100,40
1123116310200,40
1123116320300,40
1122516520000,40
1123116730000,40
1123116740000,40
1123116810000,40
1123816820000,40
1123117090000,40
1123117100000,40
1123217230000,40
1123117240000,40
1123717250000,40
1123717270000,40
1121117380000,40
1123817390000,40
1121117400000,40
1123117410000,40
1123117420000,40
1123117430000,40
1123717440000,40
1123417460000,40
1121117590000,40
1121117600000,40
1121117610000,40
1121117620000,40
1121117630000,40
1121117640000,40
1121117690000,40
1121117700000,40
1122117710000,40
1123118030000,40
1121118040000,40
1121118050000,40
1123618070000,40
1123118080000,40
1123718250000,40
1123818260000,40
1123818270000,40
1123718310000,40
1123718400000,40
1123818490000,40
1122218500000,40
1123718680000,40
1121118810000,40
1122118960000,40
1125019020000,40
1123719170000,40
1123119420000,40
1123719450000,40
1123419760000,40
1123219810000,40
1123219950000,40
1123120130000,40
1123620240000,40
1123120350000,40
1123120360000,40
1123620370000,40
1123220460000,40
1123720470000,40
1123720480000,40
1123720490000,40
1123720500000,40
1123720510000,40
1123720520000,40
1122220530000,40
1123620540000,40
1123520550000,40
1123520650000,40
1123720680000,40
1123720780000,40
1123220880000,40
1123220890000,40
1123120900000,40
1123120910000,40
1123120920000,40
1123820930000,40
1123820940000,40
1123820950000,40
1123720960000,40
1123720970000,40
1123720980000,40
1123620990000,40
1123621000000,40
1123621010000,40
1123721020000,40
1123721030000,40
1123721040000,40
1123721050000,40
1123721060000,40
1123321070000,40
1123721080000,40
1124521190000,40
1123421200000,40
1123721210000,40
1123621220000,40
1123521290000,40
1123121300000,40
1123721310000,40
1122221320000,40
1122221330000,40
1333100030000,40
1331100100000,40
1331100330000,40
1333200370000,40
1333700550000,40
1333100560000,40
1333100570000,40
1331100830000,40
1333801000000,40
1331101010000,40
1333501040000,40
1333401050000,40
1333601060000,40
1333601070000,40
1333401090000,40
1333401120000,40
1333801130000,40
1333601140000,40
1333101150000,40
1333401160000,40
1331101170000,40
1333801180000,40
1331101210000,40
1331101220000,40
1331101230000,40
1331101240000,40
1331101250000,40
1332601290000,40
1333101390000,40
1331101430000,40
1333101440000,40
1333501450000,40
1333701470000,40
1331101490000,40
1332601530000,40
1333701540000,40
1333401550000,40
1333501660000,40
1333601670000,40
1333701700000,40
1333301890000,40
1333101910000,40
1333101930000,40
1331101940000,40
1333101950000,40
1333201960000,40
1333101970000,40
1333101980000,40
1331101990000,40
1333102000000,40
1331102010000,40
1333102020000,40
1333102030000,40
1331102040000,40
1333102050000,40
1333102060000,40
1331102080000,40
1333102090000,40
1333102100000,40
1333302120000,40
1331102130000,40
1332102150000,40
1333702160000,40
1333102230000,40
1332302250000,40
1332302260000,40
1332302270000,40
1333402290000,40
1333402310000,40
1333802320000,40
1333802330000,40
1333802360000,40
1331102370000,40
1333602420000,40
1331102530000,40
1331102570000,40
1333702600000,40
1331102710000,40
1333502720000,40
1333102920000,40
1333502930000,40
1333502950000,40
1333502980000,40
1333603020000,40
1333803050000,40
1332303060000,40
1333103140000,40
1333503180000,40
1332603200000,40
1333403330000,40
1333503390000,40
1333503460000,40
1333603770000,40
1333903800000,40
1333603810000,40
1333403830000,40
1333703860000,40
1333603920000,40
1333603970000,40
1331103990000,40
1333804020000,40
1333304170000,40
1333604180000,40
1333604320000,40
1331104380000,40
1333204390000,40
1331104400000,40
1333704440000,40
1333804530000,40
1333804590000,40
1331104610000,40
1333504710000,40
1333104780000,40
1333104790000,40
1333104800000,40
1333404810000,40
1333604830000,40
1333804840000,40
1333904870000,40
1332204880000,40
1333704910000,40
1333604980000,40
1333804990000,40
1333405010000,40
1333705100000,40
1333605190000,40
1333605230000,40
1333205240000,40
1333105250000,40
1333405290000,40
1333105300000,40
1333705320000,40
1333205340000,40
1333605350000,40
1332205380000,40
1333405400000,40
1331105580000,40
1333405600000,40
1121105690400,45
1331100320000,45
1331101570000,45
1331101710000,45
1331102480000,45
1331102540000,45
1331102560000,45
1331102580000,45
1331102790000,45
1333602890000,45
1332202900000,45
1331103240000,45
1332304240000,45
1333404310000,45
1331105200000,45
1331105210000,45
1332305570000,45
1121105681300,50
1121112450000,50
1331102750000,50
1331102760000,50
1331102770000,50
1331102780000,50
1331102800000,50
1331102810000,50
1331102820000,50
1331102830000,50
1331102840000,50
1332302870000,50
1333502880000,50
1333802910000,50
1332204420000,50
1332204430000,50
1331104650000,50
1333604850000,50
