ccbaCpno_item,ccbaCtcd_item,ccbaLcto_item
1123714450000,37,50
1123716480000,37,50
1123719170000,37,50
1113702010000,37,52
1123700520000,37,52
1123709950000,37,52
1123713790000,37,52
1123720480000,37,52
1113701810000,37,53
1113702420000,37,53
1123704980000,37,53
1123707300000,37,53
1123712010000,37,53
1123712720000,37,53
1123803710000,38,13
1123803720000,38,13
1123803790000,38,13
1123810900200,38,13
1333801180000,38,13
1333801640000,38,13
1123804360000,38,50
1123816820000,38,50
1333802400000,38,50
1333802910000,38,50
1333803270000,38,50
1333804720000,38,50
1333800020000,38,18
1333800660000,38,18
1333800730000,38,18
1333800740000,38,18
1333800750000,38,18
1333802610000,38,18
1333804290000,38,18
1333804540000,38,18
1113800750000,38,22
1123801470000,38,22
1123803120000,38,22
1123804660000,38,22
1123804670000,38,22
1123804680000,38,22
1123804930000,38,22
1123820940000,38,22
1123820950000,38,22
1333804590000,38,22
1113803050000,38,25
1333801130000,38,25
1333802360000,38,25
1333803350000,38,25
1333804020000,38,25
1333804840000,38,26
1333805090000,38,26
1123806140000,38,27
1123803730000,38,32
1123804720000,38,32
1123806710000,38,32
1123800710000,38,33
1123801590000,38,33
1333800670000,38,33
1333805540000,38,33
1113800330000,38,34
1113800340000,38,34
1123800750000,38,34
1123801460000,38,34
1123802120000,38,34
1123802270000,38,34
1123802950000,38,34
1123803100000,38,34
1123805190000,38,34
1123805200000,38,34
1123817390000,38,34
1333800640000,38,34
1333800650000,38,34
1333804860000,38,34
1333805470000,38,34
1113802900000,38,36
1123800740000,38,36
1123804710000,38,36
1123804910000,38,36
1123807380000,38,36
1123807570000,38,36
1123809980000,38,36
1123811200000,38,36
1123814710000,38,36
1123818260000,38,36
1123818270000,38,36
1333800930000,38,36
1333800940000,38,36
1333800950000,38,36
1333800970000,38,36
1333800980000,38,36
1333801000000,38,36
1123804950000,38,42
1123813170000,38,42
1333801190000,38,42
1333801200000,38,42
1123814460000,38,44
1123818490000,38,44
1333802320000,38,44
1333802330000,38,44
1113800470000,38,45
1123803800000,38,45
1123805000000,38,45
1123813640000,38,45
1123813650000,38,45
1123813780000,38,45
1333801510000,38,45
1333804530000,38,45
1113802330100,38,46
1123800720000,38,46
1123800730000,38,46
1123803740000,38,46
1123804730000,38,46
1123811120000,38,46
1123811130000,38,46
1123811140000,38,46
1123813160000,38,46
1123820930000,38,46
1333801080000,38,46
1333802140000,38,46
1333803050000,38,46
1123802940000,38,47
1123803750000,38,47
1123803760000,38,47
1123804740000,38,47
1333803220000,38,47
1333804990000,38,47
1123803770000,38,48
1123803780000,38,48
1123805300000,38,48
1123814360000,38,48
1333802390000,38,48
1113800320000,38,49
1113800520000,38,49
1113802060000,38,49
1123801280000,38,49
1123801290000,38,49
1123802220000,38,49
1123802530000,38,49
1123802640000,38,49
1123802650000,38,49
1123802660000,38,49
1123803530000,38,49
1123803810000,38,49
1123804800000,38,49
1123804890000,38,49
1123805180000,38,49
1123807340000,38,49
1123812420000,38,49
1123812530000,38,49
1123812730000,38,49
1123813000000,38,49
1123813010000,38,49
1333801310000,38,49
1333803260000,38,49
1333805040000,38,49
1123903220000,50,01
1123911870000,50,01
1125019020000,50,01
1333903800000,50,01
1333904120000,50,01
1333904160000,50,01
1333905220000,50,01
1123905470200,50,02
1333904870000,50,02
1124521190000,45,
