ccbaCpno,ccbaKdcd,ccmaName,crltsnoNm,ccbaMnm1,ccbaMnm2,ccbaCtcd,ccbaCtcdNm,ccsiName,ccbaAdmin,ccbaAsno,longitude,latitude,ccbaPcd1,ccbaPcd1Nm
1123701690000,12,보물,169,문경 봉암사 삼층석탑,聞慶 鳳巖寺 三層石塔,37,경북,문경시,봉암사,01690000,128.005250624069,36.7000963396358,20,통일신라
1122601730000,12,보물,173,울주 망해사지 승탑,蔚州 望海寺址 僧塔,26,울산,울주군,울주군,01730000,129.238075712455,35.5328387012262,20,통일신라
1123701860000,12,보물,186,경주 남산 용장사곡 삼층석탑,慶州 南山 茸長寺谷 三層石塔,37,경북,경주시,경주시,01860000,129.223073,35.780935,20,통일신라
1123701870000,12,보물,187,경주 남산 용장사곡 석조여래좌상,慶州 南山 茸長寺谷 石造如來坐像,37,경북,경주시,경주시,01870000,129.2212727,35.77856604,20,통일신라
1123701880000,12,보물,188,의성 관덕리 삼층석탑,義城 觀德里 三層石塔,37,경북,의성군,의성군,01880000,128.69139167469,36.4314724055796,20,통일신라
1123701890000,12,보물,189,칠곡 송림사 오층전탑,漆谷 松林寺 五層塼塔,37,경북,칠곡군,송림사,01890000,128.577599383772,35.9821378028502,20,통일신라
1123701930000,12,보물,193,청도 운문사 금당 앞 석등,淸道 雲門寺 金堂 앞 石燈,37,경북,청도군,운문사,01930000,128.959749,35.660872,20,통일신라
1123701990000,12,보물,199,경주 남산 신선암 마애보살반가상,慶州 南山 神仙庵 磨崖菩薩半跏像,37,경북,경주시,경주시,01990000,129.234960901358,35.7715094135097,20,통일신라
1123702010000,12,보물,201,경주 남산 탑곡 마애불상군,慶州 南山 塔谷 磨崖佛像群,37,경북,경주시,경주시,02010000,129.232812251834,35.8146590446083,20,통일신라
1123702030000,12,보물,203,청도 박곡리 석조여래좌상,淸道 珀谷里 石造如來坐像,37,경북,청도군,청도군,02030000,128.922509910447,35.6685116181331,20,통일신라
1123702200200,12,보물,220-2,영주 북지리 석조여래좌상(1963-2),榮州 北枝里 石造如來坐像(1963-2),37,경북,영주시,영주시,02200200,128.6875427,36.9998346,20,통일신라
1123702210000,12,보물,221,영주 가흥동 마애여래삼존상 및 여래좌상,榮州 可興洞 磨崖如來三尊像 및 如來坐像,37,경북,영주시,영주시,02210000,128.612923411702,36.8099469586456,20,통일신라
1123802220000,12,보물,222,합천 치인리 마애여래입상,陜川 緇仁里 磨崖如來立像,38,경남,합천군,합천군,02220000,128.116704029978,35.8133550451984,20,통일신라
1123202230000,12,보물,223,철원 도피안사 삼층석탑,鐵原 到彼岸寺 三層石塔,32,강원,철원군,도피안사,02230000,127.218097,38.240405,20,통일신라
1123802270000,12,보물,227,창녕 인양사 조성비,昌寧 仁陽寺 造成碑,38,경남,창녕군,창녕군,02270000,128.4941031394,35.5438318475556,20,통일신라
1123402330000,12,보물,233,부여 무량사 석등,扶餘 無量寺 石燈,34,충남,부여군,무량사,02330000,126.693327079054,36.3168907363848,20,통일신라
1123502340000,12,보물,234,군산 발산리 석등,群山 鉢山里 石燈,35,전북,군산시,군산시,02340000,126.796529112824,35.9594457926993,20,통일신라
1121102350000,12,보물,235,서울 장의사지 당간지주,서울 莊義寺址 幢竿支柱,11,서울,종로구,종로구,02350000,126.961218781656,37.6027003160317,20,통일신라
1123502360000,12,보물,236,익산 미륵사지 당간지주,益山 彌勒寺址 幢竿支柱,35,전북,익산시,익산시,02360000,127.030453,36.011972,20,통일신라
1122202430000,12,보물,243,대구 동화사 마애여래좌상,大邱 桐華寺 磨崖如來坐像,22,대구,동구,동화사,02430000,128.701137307573,35.9856827493256,20,통일신라
1122202440000,12,보물,244,대구 동화사 비로암 석조비로자나불좌상,大邱 桐華寺 毘盧庵 石造毘盧遮那佛坐像,22,대구,동구,동화사,02440000,128.7027458,35.99202379,20,통일신라
1123702450000,12,보물,245,김천 갈항사지 석조여래좌상,金泉 葛項寺址 石造如來坐像,37,경북,김천시,김천시,02450000,128.272034270523,36.0881706754289,20,통일신라
1123702460000,12,보물,246,의성 고운사 석조여래좌상,義城 孤雲寺 石造如來坐像,37,경북,의성군,고운사,02460000,128.750740564392,36.4585425916718,20,통일신라
1122202470000,12,보물,247,대구 동화사 비로암 삼층석탑,大邱 桐華寺 毘盧庵 三層石塔,22,대구,동구,동화사,02470000,128.702764,35.991914,20,통일신라
1122202480000,12,보물,248,대구 동화사 금당암 동·서 삼층석탑,大邱 桐華寺 金堂庵 東·西 三層石塔,22,대구,동구,동화사,02480000,128.70525,35.992479,20,통일신라
1123702490000,12,보물,249,영주 부석사 삼층석탑,榮州 浮石寺 三層石塔,37,경북,영주시,부석사,02490000,128.687932173334,36.9988238521118,20,통일신라
1122102500000,12,보물,250,부산 범어사 삼층석탑,釜山 梵魚寺 三層石塔,21,부산,금정구,범어사,02500000,129.068414124906,35.2840296177467,20,통일신라
1123802530000,12,보물,253,합천 청량사 석등,陜川 淸凉寺 石燈,38,경남,합천군,청량사,02530000,128.10983951841,35.7724906648033,20,통일신라
1122202540000,12,보물,254,대구 동화사 당간지주,大邱 桐華寺 幢竿支柱,22,대구,동구,동화사,02540000,128.704436464676,35.9920990735712,20,통일신라
1123702550000,12,보물,255,영주 부석사 당간지주,榮州 浮石寺 幢竿支柱,37,경북,영주시,부석사,02550000,128.685640769175,36.9973834352186,20,통일신라
1123402560000,12,보물,256,공주 갑사 철당간,公州 甲寺 鐵幢竿,34,충남,공주시,갑사,02560000,127.185395115815,36.3647607658597,20,통일신라
1123802640000,12,보물,264,합천 해인사 석조여래입상,陜川 海印寺 石造如來立像,38,경남,합천군,해인사,02640000,128.116975610804,35.8210041466173,20,통일신라
1123802650000,12,보물,265,합천 청량사 석조여래좌상,陜川 淸凉寺 石造如來坐像,38,경남,합천군,청량사,02650000,128.109743591766,35.7727804749785,20,통일신라
1123802660000,12,보물,266,합천 청량사 삼층석탑,陜川 淸凉寺 三層石塔,38,경남,합천군,청량사,02660000,128.109691,35.772519,20,통일신라
1123502670000,12,보물,267,임실 진구사지 석등,任實 珍丘寺址 石燈,35,전북,임실군,임실군,02670000,127.210446119091,35.6341785645717,20,통일신라
1123602730000,12,보물,273,곡성 태안사 적인선사탑,谷城 泰安寺 寂忍禪師塔,36,전남,곡성군,태안사,02730000,127.3881,35.131825,20,통일신라
1123802950000,12,보물,295,창녕 관룡사 용선대 석조여래좌상,昌寧 觀龍寺 龍船臺 石造如來坐像,38,경남,창녕군,관룡사,02950000,128.549070081582,35.5316112941143,20,통일신라
1123702970000,12,보물,297,김천 청암사 수도암 동·서 삼층석탑,金泉 靑巖寺 修道庵 東·西 三層石塔,37,경북,김천시,수도암,02970000,127.996749,35.861847,20,통일신라
1123603000000,12,보물,300,구례 화엄사 원통전 앞 사자탑,求禮 華嚴寺 圓通殿 앞 獅子塔,36,전남,구례군,화엄사,03000000,127.497479915083,35.2572639440545,20,통일신라
1123703070000,12,보물,307,김천 청암사 수도암 석조비로자나불좌상,金泉 靑巖寺 修道庵 石造毘盧遮那佛坐像,37,경북,김천시,수도암,03070000,127.996516414689,35.8618277257762,20,통일신라
1123703180000,12,보물,318,청도 운문사 석조사천왕상,淸道 雲門寺 石造四天王像,37,경북,청도군,운문사,03180000,128.960139,35.661059,20,통일신라
1123603200000,12,보물,320,해남 대흥사 삼층석탑,海南 大興寺 三層石塔,36,전남,해남군,대흥사,03200000,126.617158899039,34.477250546192,20,통일신라
1123703270000,12,보물,327,의성 빙산사지 오층석탑,義城 氷山寺址 五層石塔,37,경북,의성군,의성군,03270000,128.755646798823,36.2308026426701,20,통일신라
1123803530000,12,보물,353,합천 영암사지 쌍사자 석등,陜川 靈岩寺址 雙獅子 石燈,38,경남,합천군,합천군,03530000,128.00273624666,35.474308280373,20,통일신라
1121103620000,12,보물,362,창원 봉림사지 진경대사탑,昌原 鳳林寺址 眞鏡大師塔,11,서울,용산구,국립중앙박물관,03620000,126.980713048791,37.5235084807169,20,통일신라
1122603690000,12,보물,369,울주 석남사 승탑,蔚州 石南寺 僧塔,26,울산,울주군,석남사,03690000,129.032633318151,35.6216999807517,20,통일신라
1123803710000,12,보물,371,산청 사월리 석조여래좌상,山淸 沙月里 石造如來坐像,38,경남,진주시,진주시,03710000,128.083333363312,35.175025281167,20,통일신라
1123803770000,12,보물,377,거창 양평리 석조여래입상,居昌 陽平里 石造如來立像,38,경남,거창군,거창군,03770000,127.932214681881,35.700194487611,20,통일신라
1123803800000,12,보물,380,하동 쌍계사 승탑,河東 雙磎寺 僧塔,38,경남,하동군,쌍계사,03800000,127.65236667302,35.2350070858292,20,통일신라
1123803810000,12,보물,381,합천 백암리 석등,陜川 伯岩里 石燈,38,경남,합천군,합천군,03810000,128.219575342749,35.5081556191547,20,통일신라
1122603820000,12,보물,382,울주 청송사지 삼층석탑,蔚州 靑松寺址 三層石塔,26,울산,울주군,울주군,03820000,129.22336544877,35.5224330454536,20,통일신라
1123603950000,12,보물,395,순천 선암사 동·서 삼층석탑,順天 仙巖寺 東·西 三層石塔,36,전남,순천시,선암사,03950000,127.331204443346,34.9964273194268,20,통일신라
1123304050000,12,보물,405,단양 향산리 삼층석탑,丹陽 香山里 三層石塔,33,충북,단양군,단양군,04050000,128.417767680019,37.0542342004462,20,통일신라
1123704240000,12,보물,424,예천 청룡사 석조여래좌상,醴泉 靑龍寺 石造如來坐像,37,경북,예천군,청룡사,04240000,128.400942795273,36.7310784835794,20,통일신라
1123704260000,12,보물,426,예천 동본리 삼층석탑,醴泉 東本里 三層石塔,37,경북,예천군,예천군,04260000,128.461758837065,36.6589334920695,20,통일신라
1123704270000,12,보물,427,예천 동본리 석조여래입상,醴泉 東本里 石造如來立像,37,경북,예천군,예천군,04270000,128.461707544689,36.6590201946481,20,통일신라
1123704290000,12,보물,429,경산 불굴사 삼층석탑,慶山 佛窟寺 三層石塔,37,경북,경산시,불굴사,04290000,128.778819,35.945194,20,통일신라
1123704310000,12,보물,431,경산 팔공산 관봉 석조여래좌상,慶山 八公山 冠峰 石造如來坐像,37,경북,경산시,선본사,04310000,128.735976595262,35.9816154652358,20,통일신라
1123304330000,12,보물,433,괴산 각연사 석조비로자나불좌상,槐山 覺淵寺 石造毘盧遮那佛坐像,33,충북,괴산군,각연사,04330000,127.927690746794,36.7547422180342,20,통일신라
1123804360000,12,보물,436,창원 불곡사 석조비로자나불좌상,昌原 佛谷寺 石造毘盧遮那佛坐像,38,경남,창원시,불곡사,04360000,128.701825727666,35.2158321581956,20,통일신라
1123204390000,12,보물,439,양양 진전사지 도의선사탑,襄陽 陳田寺址 道義禪師塔,32,강원,양양군,양양군,04390000,128.546049507229,38.1226686250197,20,통일신라
1122604410000,12,보물,441,울산 태화사지 십이지상 사리탑,蔚山 太和寺址 十二支像 舍利塔,26,울산,남구,"울산박물관,울산 남구청",04410000,129.308661,35.527223,20,통일신라
1123204440000,12,보물,444,양양 선림원지 삼층석탑,襄陽 禪林院址 三層石塔,32,강원,양양군,양양군,04440000,128.516270558557,37.9444976379169,20,통일신라
1123204450000,12,보물,445,양양 선림원지 석등,襄陽 禪林院址 石燈,32,강원,양양군,양양군,04450000,128.515992569318,37.9452569030403,20,통일신라
1123204460000,12,보물,446,양양 선림원지 홍각선사탑비,襄陽 禪林院址 弘覺禪師塔碑,32,강원,양양군,양양군,04460000,128.515941058508,37.9453601974572,20,통일신라
1123204470000,12,보물,447,양양 선림원지 승탑,襄陽 禪林院址 僧塔,32,강원,양양군,양양군,04470000,128.516337504196,37.9449388968467,20,통일신라
1123304590000,12,보물,459,제천 장락동 칠층모전석탑,堤川 長樂洞 七層模塼石塔,33,충북,제천시,제천시,04590000,128.230522248762,37.1477892221326,20,통일신라
1123704650000,12,보물,465,영천 신월리 삼층석탑,永川 新月里 三層石塔,37,경북,영천시,신흥사,04650000,128.898757611442,35.9375009927072,20,통일신라
1123804670000,12,보물,467,밀양 표충사 삼층석탑,密陽 表忠寺 三層石塔,38,경남,밀양시,표충사,04670000,128.960380227155,35.5326750005585,20,통일신라
1123704690000,12,보물,469,구미 낙산리 삼층석탑,龜尾 洛山里 三層石塔,37,경북,구미시,구미시,04690000,128.362038344744,36.2516402580034,20,통일신라
1123804890000,12,보물,489,합천 영암사지 귀부,陜川 靈岩寺址 龜趺,38,경남,합천군,합천군,04890000,128.001937,35.474187,20,통일신라
1123804910000,12,보물,491,양산 용화사 석조여래좌상,梁山 龍華寺 石造如來坐像,38,경남,양산시,용화사,04910000,128.974929272542,35.3162462769723,20,통일신라
1123704920000,12,보물,492,구미 해평리 석조여래좌상,龜尾 海平里 石造如來坐像,37,경북,구미시,구미시,04920000,128.373983918587,36.2037862926954,20,통일신라
1123804930000,12,보물,493,밀양 무봉사 석조여래좌상,密陽 舞鳳寺 石造如來坐像,38,경남,밀양시,무봉사,04930000,128.756652662,35.491718106,20,통일신라
1123204970000,12,보물,497,양양 오색리 삼층석탑,襄陽 五色里 三層石塔,32,강원,양양군,양양군,04970000,128.439838887177,38.0765835312917,20,통일신라
1123704980000,12,보물,498,울진 구산리 삼층석탑,蔚珍 九山里 三層石塔,37,경북,울진군,울진군,04980000,129.34710508384,36.9294651999082,20,통일신라
1123705100000,12,보물,510,칠곡 기성리 삼층석탑,漆谷 箕聖里 三層石塔,37,경북,칠곡군,칠곡군,05100000,128.594493843632,36.0013991753942,20,통일신라
1123805180000,12,보물,518,합천 해인사 원당암 다층석탑 및 석등,陜川 海印寺 願堂庵 多層石塔 및 石燈,38,경남,합천군,해인사,05180000,128.092806795048,35.8015348547971,20,통일신라
1123805200000,12,보물,520,창녕 술정리 서 삼층석탑,昌寧 述亭里 西 三層石塔,38,경남,창녕군,창녕군,05200000,128.48973239715,35.5404792448441,20,통일신라
1123305330000,12,보물,533,영동 영국사 삼층석탑,永同 寧國寺 三層石塔,33,충북,영동군,영국사,05330000,127.610713905151,36.1583335575777,20,통일신라
1123205410000,12,보물,541,홍천 물걸리 석조여래좌상,洪川 物傑里 石造如來坐像,32,강원,홍천군,홍천군,05410000,128.146817007138,37.7862768812672,20,통일신라
1123205420000,12,보물,542,홍천 물걸리 석조비로자나불좌상,洪川 物傑里 石造毘盧遮那佛坐像,32,강원,홍천군,홍천군,05420000,128.146818982585,37.786296129266,20,통일신라
1123205430000,12,보물,543,홍천 물걸리 석조대좌,洪川 物傑里 石造臺座,32,강원,홍천군,홍천군,05430000,128.146820836855,37.7863150212311,20,통일신라
1123205450000,12,보물,545,홍천 물걸리 삼층석탑,洪川 物傑里 三層石塔,32,강원,홍천군,홍천군,05450000,128.147088141217,37.7860833201086,20,통일신라
1123105650000,12,보물,565,평택 심복사 석조비로자나불좌상,平澤 深福寺 石造毘盧遮那佛坐像,31,경기,평택시,심복사,05650000,126.965388766275,36.9504674791494,20,통일신라
1123705810000,12,보물,581,경주 골굴암 마애여래좌상,慶州 骨窟庵 磨崖如來坐像,37,경북,경주시,경주시,05810000,129.405379183244,35.8033631678997,20,통일신라
1122406000000,12,보물,600,광주 약사암 석조여래좌상,光州 藥師庵 石造如來坐像,24,광주,동구,약사암,06000000,126.972500694689,35.1222922340874,20,통일신라
1123706060000,12,보물,606,문경 도천사지 동·서 삼층석탑,聞慶 道川寺址 東·西 三層石塔,37,경북,김천시,직지사,06060000,128.004523505001,36.1167510346381,20,통일신라
1123706070000,12,보물,607,문경 도천사지 삼층석탑,聞慶 道川寺址 三層石塔,37,경북,김천시,직지사,06070000,128.003297442394,36.1168703793494,20,통일신라
1123706090000,12,보물,609,영양 화천리 삼층석탑,英陽 化川里 三層石塔,37,경북,영양군,영양군,06090000,129.170237633232,36.6470123335109,20,통일신라
1123706100000,12,보물,610,영양 현리 삼층석탑,英陽 縣里 三層石塔,37,경북,영양군,영양군,06100000,129.113593141934,36.652238316075,20,통일신라
1123706550000,12,보물,655,칠곡 노석리 마애불상군,漆谷 老石里 磨崖佛像群,37,경북,칠곡군,칠곡군,06550000,128.371192820217,35.9511626483417,20,통일신라
1123706650000,12,보물,665,경주 낭산 마애보살삼존좌상,慶州 狼山 磨崖菩薩三尊坐像,37,경북,경주시,경주시,06650000,129.239561682412,35.8284387467592,20,통일신라
1123706660000,12,보물,666,경주 남산 삼릉계 석조여래좌상,慶州 南山 三陵溪 石造如來坐像,37,경북,경주시,경주시,06660000,129.218216183403,35.7953372205579,20,통일신라
1123706670000,12,보물,667,예천 한천사 철조비로자나불좌상,醴泉 寒天寺 鐵造毘盧遮那佛坐像,37,경북,예천군,한천사,06670000,128.5158286,36.7475903,20,통일신라
1123706740000,12,보물,674,영덕 유금사 삼층석탑,盈德 有金寺 三層石塔,37,경북,영덕군,유금사,06740000,129.365674732919,36.6458020811009,20,통일신라
1123706750000,12,보물,675,영천 화남리 삼층석탑,永川 華南里 三層石塔,37,경북,영천시,영천시,06750000,128.766209779325,36.0841042659394,20,통일신라
1123706780000,12,보물,678,청도 운문사 동·서 삼층석탑,淸道 雲門寺 東·西 三層石塔,37,경북,청도군,운문사,06780000,128.959732,35.661086,20,통일신라
1123706800000,12,보물,680,영주 신암리 마애여래삼존상,榮州 新岩里 磨崖如來三尊像,37,경북,영주시,영주시,06800000,128.685428977488,36.8432457784827,20,통일신라
1123706810000,12,보물,681,영주 흑석사 석조여래좌상,榮州 黑石寺 石造如來坐像,37,경북,영주시,흑석사,06810000,128.670666063215,36.8231918358542,20,통일신라
1123207500000,12,보물,750,원주 거돈사지 삼층석탑,原州 居頓寺址 三層石塔,32,강원,원주시,원주시,07500000,127.792057094765,37.1930838479793,20,통일신라
1123709070000,12,보물,907,경주 남사리 삼층석탑,慶州 南莎里 三層石塔,37,경북,경주시,경주시,09070000,129.133267613727,35.8992637275624,20,통일신라
1123709080000,12,보물,908,경주 용명리 삼층석탑,慶州 龍明里 三層石塔,37,경북,경주시,경주시,09080000,129.12176454421,35.8694877907166,20,통일신라
1123709090000,12,보물,909,경주 남간사지 당간지주,慶州 南澗寺址 幢竿支柱,37,경북,경주시,경주시,09090000,129.217055218399,35.8137131835561,20,통일신라
1123709100000,12,보물,910,경주 보문사지 연화문 당간지주,慶州 普門寺址 蓮華文 幢竿支柱,37,경북,경주시,경주시,09100000,129.25334834083,35.8288780908243,20,통일신라
1123709110000,12,보물,911,경주 석굴암 삼층석탑,慶州 石窟庵 三層石塔,37,경북,경주시,석굴암,09110000,129.350936449045,35.795394936334,20,통일신라
1123709120000,12,보물,912,경주 마동 삼층석탑,慶州 馬洞 三層石塔,37,경북,경주시,경주시,09120000,129.322059481032,35.7903098836586,20,통일신라
1123709130000,12,보물,913,경주 남산 용장사지 마애여래좌상,慶州 南山 茸長寺址 磨崖如來坐像,37,경북,경주시,경주시,09130000,129.222892015881,35.7808587396864,20,통일신라
1123609430000,12,보물,943,보성 우천리 삼층석탑,寶城 牛川里 三層石塔,36,전남,보성군,보성군,09430000,127.230370195395,34.7999543770169,20,통일신라
1123609450000,12,보물,945,순천 금둔사지 삼층석탑,順天 金芚寺址 三層石塔,36,전남,순천시,금둔사,09450000,127.340776612476,34.9253709826545,20,통일신라
1123609460000,12,보물,946,순천 금둔사지 석조불비상,順天 金芚寺址 石造佛碑像,36,전남,순천시,순천시,09460000,127.340838531818,34.9253567522243,20,통일신라
1123409790000,12,보물,979,공주 서혈사지 석조여래좌상,公州 西穴寺址 石造如來坐像,34,충남,공주시,국립공주박물관,09790000,127.111873915246,36.4659909400222,20,통일신라
1123309840000,12,보물,984,영동 신항리 석조여래삼존입상,永同 新項里 石造如來三尊立像,33,충북,영동군,영동군,09840000,127.817666644308,36.2622841793298,20,통일신라
1123709880000,12,보물,988,군위 대율리 석조여래입상,軍威 大栗里 石造如來立像,37,경북,군위군,대율사,09880000,128.653992643843,36.0609912311809,20,통일신라
1123709950000,12,보물,995,봉화 축서사 석조비로자나불좌상 및 목조광배,奉化 鷲棲寺 石造毘盧遮那佛坐像 및 木造光背,37,경북,봉화군,축서사,09950000,128.800477013272,36.9812541478233,20,통일신라
1123709960000,12,보물,996-1,영주 비로사 석조아미타여래좌상,榮州 毘盧寺 石造阿彌陀如來坐像,37,경북,영주시,비로사,09960100,128.49884224,36.9389138885,20,통일신라
1123709960200,12,보물,996-2,영주 비로사 석조비로자나불좌상,榮州 毘盧寺 石造毘盧遮那佛坐像,37,경북,영주시,비로사,09960200,128.4995307,36.9407852,20,통일신라
1123809980000,12,보물,998,양산 미타암 석조아미타여래입상,梁山 彌陀庵 石造阿彌陀如來立像,38,경남,양산시,미타암,09980000,129.131724328257,35.4058591865886,20,통일신라
1123811130000,12,보물,1113,산청 덕산사 삼층석탑,山淸 德山寺 三層石塔,38,경남,산청군,덕산사,11130000,127.810218945932,35.300281964612,20,통일신라
1123811140000,12,보물,1114,산청 대포리 삼층석탑,山淸 大浦里 三層石塔,38,경남,산청군,산청군,11140000,127.805543,35.294278,20,통일신라
1123711210000,12,보물,1121,성주 금봉리 석조비로자나불좌상,星州 金鳳里 石造毘盧遮那佛坐像,37,경북,성주군,성주군,11210000,128.138660840365,35.8863577988956,20,통일신라
1123711220000,12,보물,1122,구미 황상동 마애여래입상,龜尾 凰顙洞 磨崖如來立像,37,경북,구미시,구미시,11220000,128.412912247458,36.1151113044781,20,통일신라
1123711860000,12,보물,1186,(전)구미 강락사지 삼층석탑,傳 龜尾 江洛寺址 三層石塔,37,경북,김천시,직지사,11860000,128.003677069136,36.116631492418,20,통일신라
1123711880000,12,보물,1188,경주 남산 천룡사지 삼층석탑,慶州 南山 天龍寺址 三層石塔,37,경북,경주시,경주시,11880000,129.221404823633,35.7647998570026,20,통일신라
1123812420000,12,보물,1242,합천 해인사 길상탑,陜川 海印寺 吉祥塔,38,경남,합천군,해인사,12420000,128.09653346803,35.7991803988132,20,통일신라
1123212750000,12,보물,1275,인제 한계사지 남 삼층석탑,麟蹄 寒溪寺址 南 三層石塔,32,강원,인제군,인제군,12750000,128.341127981131,38.1206509545742,20,통일신라
1123212760000,12,보물,1276,인제 한계사지 북 삼층석탑,麟蹄 寒溪寺址 北 三層石塔,32,강원,인제군,인제군,12760000,128.340563076393,38.1210902447278,20,통일신라
1123212770000,12,보물,1277,동해 삼화사 삼층석탑,東海 三和寺 三層石塔,32,강원,동해시,삼화사,12770000,129.014503508023,37.4635746334269,20,통일신라
1123212920000,12,보물,1292,동해 삼화사 철조노사나불좌상,東海 三和寺 鐵造盧舍那佛坐像,32,강원,동해시,삼화사,12920000,129.0130484,37.4632838,20,통일신라
1123314170000,12,보물,1417,보은 법주사 석조희견보살입상,報恩 法住寺 石造喜見菩薩立像,33,충북,보은군,법주사,14170000,127.832826013148,36.5424455784045,20,통일신라
1123714270000,12,보물,1427,경주 원성왕릉 석상 및 석주일괄,慶州 元聖王陵 石像 및 石柱一括,37,경북,경주시,경주시,14270000,129.320294969665,35.7587896250924,20,통일신라
1123714290000,12,보물,1429,경주 원원사지 동·서 삼층석탑,慶州 遠願寺址 東·西 三層石塔,37,경북,경주시,경주시,14290000,129.349795646177,35.6978297767357,20,통일신라
1123814360000,12,보물,1436,거창 농산리 석조여래입상,居昌 農山里 石造如來立像,38,경남,거창군,거창군,14360000,127.813248873478,35.7698025761029,20,통일신라
1123814710000,12,보물,1471,양산 통도사 삼층석탑,梁山 通度寺 三層石塔,38,경남,양산시,통도사,14710000,129.064931732911,35.4878679276122,20,통일신라
1123715230000,12,보물,1523,경주 불국사 석조,慶州 佛國寺 石槽,37,경북,경주시,불국사,15230000,129.332455776048,35.7895399154854,20,통일신라
1123315270000,12,보물,1527,충주 백운암 철조여래좌상,忠州 白雲庵 鐵造如來坐像,33,충북,충주시,백운암,15270000,127.9210881,37.1147586,20,통일신라
1123716560000,12,보물,1656,성주 법수사지 삼층석탑,星州 法水寺址 三層石塔,37,경북,성주군,성주군,16560000,128.146679188225,35.803289159357,20,통일신라
1123717450000,12,보물,1745,경주 불국사 가구식 석축,慶州 佛國寺 架構式 石築,37,경북,경주시,불국사,17450000,129.331767,35.789798,20,통일신라
1123718670000,12,보물,1867,경주 남산 창림사지 삼층석탑,慶州 南山 昌林寺址 三層石塔,37,경북,경주시,경주시,18670000,129.216059,35.81029,20,통일신라
1123719350000,12,보물,1935,경주 남산 용장계 지곡 제3사지 삼층석탑,慶州 南山 茸長溪 池谷 第三寺地 三層石塔,37,경북,경주시,경주시,19350000,129.232802451491,35.770590299373,20,통일신라
1123420210000,12,보물,2021,보령 성주사지 동 삼층석탑,保寧 聖住寺址 東 三層石塔,34,충남,보령시,보령시,20210000,126.656133317875,36.3447043736736,20,통일신라
1123720690000,12,보물,2069,영양 현리 오층모전석탑,英陽 縣里 五層模塼石塔,37,경북,영양군,영양군,20690000,129.114161,36.650477,20,통일신라
1333700010000,13,사적,1,경주 포석정지,慶州 鮑石亭址,37,경북,경주시,경주시,00010000,129.212833300472,35.8072408285395,20,통일신라
1333700070000,13,사적,7,경주 망덕사지,慶州 望德寺址,37,경북,경주시,경주시,00070000,129.24383198761,35.8170225886885,20,통일신라
1333700080000,13,사적,8,경주 사천왕사지,慶州 四天王寺址,37,경북,경주시,경주시,00080000,129.242754851173,35.8194455262962,20,통일신라
1333700180000,13,사적,18,경주 동궁과 월지,慶州 東宮과 月池,37,경북,경주시,경주시,00180000,129.226486463902,35.83471758976,20,통일신라
1333700210000,13,사적,21,경주 김유신묘,慶州 金庾信墓,37,경북,경주시,경주시,00210000,129.191472432783,35.8451408198327,20,통일신라
1333700230000,13,사적,23,경주 경덕왕릉,慶州 景德王陵,37,경북,경주시,경주시,00230000,129.187374849255,35.7628086871034,20,통일신라
1333700250000,13,사적,25,경주 부산성,慶州 富山城,37,경북,경주시,경주시,00250000,129.054809570547,35.8450385368466,20,통일신라
1333700270000,13,사적,27,경주 구정동 방형분,慶州 九政洞 方形墳,37,경북,경주시,경주시,00270000,129.29691633254,35.7784354901655,20,통일신라
1333700280000,13,사적,28,경주 성덕왕릉,慶州 聖德王陵,37,경북,경주시,경주시,00280000,129.281121,35.787106,20,통일신라
1333700290000,13,사적,29,경주 헌덕왕릉,慶州 憲德王陵,37,경북,경주시,경주시,00290000,129.244716705121,35.8437432577728,20,통일신라
1333700300000,13,사적,30,경주 흥덕왕릉,慶州 興德王陵,37,경북,경주시,경주시,00300000,129.207524750499,36.0190387798418,20,통일신라
1333700310000,13,사적,31,경주 감은사지,慶州 感恩寺址,37,경북,경주시,경주시,00310000,129.476790715219,35.7482038583058,20,통일신라
1333700450000,13,사적,45,경주 장항리 사지,慶州 獐項里 寺址,37,경북,경주시,경주시,00450000,129.372923659458,35.7749555570279,20,통일신라
1333700480000,13,사적,48,관문성,關門城,37,경북,경주시,경주시/울산시,00480000,129.328831147056,35.662851154341,20,통일신라
1333700880000,13,사적,88,경주 성동동 전랑지,慶州 城東洞 殿廊址,37,경북,경주시,경주시,00880000,129.2240377,35.84434141,20,통일신라
1333701420000,13,사적,142,경주 서악동 고분군,慶州 西岳洞 古墳群,37,경북,경주시,경주시,01420000,129.185051414643,35.8255340819754,20,통일신라
1333701590000,13,사적,159,경주 이견대,慶州 利見臺,37,경북,경주시,경주시,01590000,129.483839795457,35.7442788140985,20,통일신라
1333701790000,13,사적,179,경주 헌안왕릉,慶州 憲安王陵,37,경북,경주시,경주시,01790000,129.184074621094,35.8282127080473,20,통일신라
1333701810000,13,사적,181,경주 신문왕릉,慶州 神文王陵,37,경북,경주시,경주시,01810000,129.246198047564,35.817831379351,20,통일신라
1333701830000,13,사적,183,경주 효공왕릉,慶州 孝恭王陵,37,경북,경주시,경주시,01830000,129.249749017833,35.8215231811109,20,통일신라
1333701840000,13,사적,184,경주 효소왕릉,慶州 孝昭王陵,37,경북,경주시,경주시,01840000,129.279923566448,35.7873622077827,20,통일신라
